title,author,year,journal,doi,abstract,rejected_by_title_screening,reason_for_title_screening
Deep keypoint detection for the aesthetic evaluation of breast cancer surgery outcomes,"Silva, Wilson and Castro, Eduardo and Cardoso, Maria J and Fitzal, Florian and Cardoso, Jaime S",2019,,,"Breast cancer surgery aims to remove the tumor while preserving the breast’s appearance. The aesthetic outcome is an important factor for patients’ quality of life and satisfaction. However, the evaluation of aesthetic outcomes is subjective and time-consuming. In this paper, we propose a deep learning-based method for automatic keypoint detection on breast images to facilitate the aesthetic evaluation of breast cancer surgery outcomes. Our approach uses a convolutional neural network to detect anatomical landmarks, which are then used to compute aesthetic scores. Experimental results on a dataset of postoperative breast images demonstrate the effectiveness of our method in accurately detecting keypoints and its potential to assist in objective aesthetic assessment.",FALSE,
Human Blood Pressure Simulation for Stress Analysis in Model of Vasculature Using Photoelastic Effect,Tercero C.; Ikeda S.; Tijerino E.; Matsushima M.; Fukuda T.; Negoro M.; Takahashi I.,2009,International Journal of Automation Technology,10.20965/ijat.2009.p0533,Numerical criteria for evaluating stress on vasculature models have applications in evaluating medical tools and surgical skills enabling better endovascular surgery training and the development of better medical techniques and tools. We propose using the stress produced by blood pressure simulation in the vasculature model wall for this criterion and use photoelastic effect for measuring the principal stress magnitude component. We simulated human blood pressure with 5.6% average error and developed shielded urethane model of vasculature enabling water circulation and avoiding plastic deformation at pressures below 182 mmHg. We developed software to calculate model wall stress. We quantitatively compared in four ranges stress produced on the model wall by blood pressure simulation and a guide wire. © Fuji Technology Press Ltd.,FALSE,
Development and validation of a three-dimensional finite element model of the face,Barbarino G.G.; Jabareen M.; Trzewik J.; Nkengne A.; Stamatas G.; Mazza E.,2009,Journal of Biomechanical Engineering,10.1115/1.3049857,"A detailed three-dimensional finite element model of the face is presented in this paper. Bones, muscles, skin, fat, and superficial musculoaponeurotic system were reconstructed from magnetic resonance images and modeled according to anatomical, plastic, and reconstructive surgery literature. The finite element mesh, composed of hexahedron elements, was generated through a semi-automatic procedure with an effective compromise between the detailed representation of anatomical parts and the limitation of the computational time. Nonlinear constitutive equations are implemented in the finite element model. The corresponding model parameters were selected according to previous work with mechanical measurements on soft facial tissue, or based on reasonable assumptions. Model assumptions concerning tissue geometry, interactions, mechanical properties, and the boundary conditions were validated through comparison with experiments. The calculated response of facial tissues to gravity loads, to the application of a pressure inside the oral cavity and to the application of an imposed displacement was shown to be in good agreement with the data from corresponding magnetic resonance images and holographic measurements. As a first application, gravimetric soft tissue descent was calculated from the long time action of gravity on the face in the erect position, with tissue aging leading to a loss of stiffness. Aging predictions are compared with the observations from an ""aging database"" with frontal photos of volunteers at different age ranges (i.e., 20-40 years and 50-70 years). Copyright © 2009 by ASME.",FALSE,
Simulation of color perception of layered dental composites using optical properties to evaluate the benefit of esthetic layer preparation technique,Friebel M.; Pernell O.; Cappius H.-J.; Helfmann J.; Meinke M.C.,2012,Dental Materials,10.1016/j.dental.2011.11.017,"Objectives: Esthetic restorations require that dental restorative materials have similar optical properties to teeth. To improve the color perception, the inhomogeneous morphology of the native tooth can be imitated by layering two optically different restorative materials. However until now the benefit of this method has not been satisfactorily demonstrated. Methods: The optical parameters, absorption coefficient μa, scattering coefficient μs, anisotropy factor g and effective scattering coefficient μ′s, were determined for the enamel and dentin material of the restorative material systems Artemis® and Herculite XRV®. This was carried out for each material system in the wavelength range between 400 and 700 nm using integrating sphere measurements followed by inverse Monte Carlo simulations. Results: Using the optical parameters and a forward Monte Carlo simulation, the color perception of layered samples could be predicted with a sufficient degree of accuracy. The total color impression was shown to be dependent on the sample thickness and the transparency/translucency of the single layers of enamel and dentin materials. Conclusion: The study demonstrated that the use of two materials is well-suited for the restoration of front teeth with their relatively high proportion of enamel. This study will continue further with the compilation of a data pool of optical parameters which will enable the application of calculation models to optimize the optical approximation of the natural tooth. © 2011 Academy of Dental Materials. Published by Elsevier Ltd. All rights reserved.",TRUE,"Deals with dental materials, not surgery outcomes."
Simulating the wrinkling and aging of skin with a multi-layer finite element model,Flynn C.; McCormack B.A.O.,2010,Journal of Biomechanics,10.1016/j.jbiomech.2009.10.007,"One of the outward signs of the aging process of human skin is the increased appearance of wrinkles on its surface. Clinical studies show that the increased frequency of wrinkles with age may be attributed to changes in the composition of the various layers of skin, leading to a change in mechanical properties. A parameter study was performed on a previously proposed multi-layer finite element model of skin. A region of skin was subject to an in-plane compression, resulting in wrinkling. A number of physical properties of the skin model were changed and the effects these changes had on the size of the subsequent wrinkles were measured. Reducing the moisture content of the stratum corneum by 11% produces wrinkles 25-85% larger. Increasing the dermal collagen fibre density by 67%, results in wrinkles, which are 25-50% larger. A reduction and change in the pre-stress distribution in the skin model, which represents the natural tension and relaxed skin tension lines in real skin, also influences the wrinkle height in a similar manner to real aging skin. Typically, there can be up to a 100% increase in the height of wrinkles as skin ages. This model would be of benefit in the development of cosmetic moisturisers and plastic-surgery techniques to reduce the appearance of aging. © 2009 Elsevier Ltd. All rights reserved.",FALSE,
Rapid prototyping assisted surgery planning and custom implant design,Singare S.; Lian Q.; Wang W.P.; Wang J.; Liu Y.; Li D.; Lu B.,2009,Rapid Prototyping Journal,10.1108/13552540910925027,"Purpose - This paper aims to describe computer-aided design and rapid prototyping (RP) systems for the preoperative planning and fabrication of custom-made implant. Design/methodology/approach - A patient with mandible defect underwent reconstruction using custom-made implant. 3D models of the patient's skull are generated based on computed tomography image data. After evaluation of the 3D reconstructed image, it was identified that some bone fragment was moved due to the missing segment. During the implant design process, the correct position of the bone fragment was defined and the geometry of the custom-made implant was generated based on mirror image technique and is fabricated by a RP machine. Surgical approach such as preoperative planning and simulation of surgical procedures was performed using the fabricated skull models and custom-made implant. Findings - Results show that the stereolithography model provided an accurate tool for preoperative, surgical simulation. Research limitations/implications - The methods described above suffer from the expensive cost of RP technique. Practical implications - This method allows accurate fabrication of the implant. The advantages of using this technique are that the physical model of the implant is fitted on the skull model so that the surgeon can plan and rehearse the surgery in advance and a less invasive surgical procedure and less time-consuming reconstructive and an adequate esthetic can result. Originality/value - The method improves the reconstructive surgery and reduces the risk of a second intervention, and the psychological stress of the patient will be eliminated. © Emerald Group Publishing Limited.",TRUE,"Focuses on surgical planning, not on predicting or evaluating aesthetics."
Surgical simulation and evaluation in anterior cruciate ligament reconstruction with image-free navigation,Wang T.; Hu Y.; Liu W.; Sun L.; Wang J.; Feng H.; Hu L.,2009,High Technology Letters,10.3772/j.issn.1006-6748.2009.01.006,"A surgical simulation and evaluation method in the anterior cruciate ligament (ACL) reconstruction with image-free navigation was presented. Firstly, video tracking module, bone surface reconstruction module and virtual simulation module of this system were discussed. Secondly, the coordinate relations of several surgery objects (including surgical instrument, anatomical, camera and screen) in the surgical environment, the tracking based on MicronTracker with two cameras and the bone surface real-time reconstruction based on the Delaunay algorithm were introduced in detail. Finally, experiments of anisometry measurement and virtual simulation on two plastics were carried out to verify the validity of the proposed method. The anisometry value of reconstructed ACL was 8.970039 mm. The effectiveness of ACL reconstruction has been proved by preliminary evaluation trials. Copyright © by High Technology Letters Press.",FALSE,
Assessment of the applicability of analytical models for blood flow prediction in reconstructive surgery,Drikakis D.; Milionis C.; Pal S.K.; Patel S.; Shapiro E.,2011,International Journal for Numerical Methods in Biomedical Engineering,10.1002/cnm.1401,"Arterial flow in the context of plastic or reconstructive surgery is of primary importance to the successful outcome of the procedure. Analytic formulae, which are frequently used for the estimates of flow rates in these applications, introduce a number of assumptions about the geometry of the artery, the character of the flow and media properties of blood. This paper presents a computational fluid dynamics (CFD) study of a ligated artery using real geometry taken from ex vivo intraoperative angiography of an axial flap. An analytical model is derived for this case under assumptions typically made in the literature and comparisons between the CFD study and the analytical model are presented. A systematic study to evaluate the effects of the assumptions made in constructing analytical models has been conducted, showing that the most limiting assumption is that of the simplified geometry that can lead to the pressure drop being under-predicted by up to 2.65 times. Copyright © 2010 John Wiley & Sons, Ltd.",FALSE,
"Towards accurate, robust and practical ultrasound-CT registration of vertebrae for image-guided spine surgery",Yan C.X.B.; Goulet B.; Pelletier J.; Chen S.J.-S.; Tampieri D.; Collins D.L.,2011,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-010-0536-2,"Purpose: Accurate registration of patient anatomy and preoperative computed tomography (CT) images is key to successful image-guided spine surgery. Current manual landmark and surface-based techniques are time-consuming and not always accurate. Intraoperative ultrasound imaging of the vertebrae, combined with automated registration, could improve surgery by improving accuracy, reducing operative time, and decreasing invasiveness. Methods: We present a simple ultrasound-CT registration technique that is automated, accurate, and robust. Registration is achieved by aligning the posterior vertebral surface, extracted from both CT and ultrasound images, using a forward and a backward scan line tracing method, respectively. The registration technique is validated using a simple plastic phantom in a water bath and a more realistic porcine cadaver in a simulation of open back surgery. Results: Clinically relevant accuracy was estimated by comparing automated registrations with gold standard imaging fiducial-based reference transformations, which yielded target registration errors of under 1 mm for the plastic phantom and under 1.6 mm for the porcine cadaver. Conclusions: Our registration technique demonstrates good accuracy and robustness under clinically realistic conditions and thus warrants further studies on its surgical application. © 2010 CARS.",FALSE,
Empirical relationship between lengthening an anterior cruciate ligament graft and increases in knee anterior laxity: A human cadaveric study,Grover D.; Thompson D.; Hull M.L.; Howell S.M.,2006,Journal of Biomechanical Engineering,10.1115/1.2378931,"Lengthening of an anterior cruciate ligament (ACL) graft construct can occur as a result of lengthening at the sites of tibial and/or femoral fixation and manifests as an increase in anterior laxity. Although lengthening at the site of fixation has been measured for a variety of fixation devices, it is difficult to place these results in a clinical context because the mathematical relationship between lengthening of an ACL graft construct and anterior laxity is unknown. The purpose of our study was to determine empirically this relationship. Ten cadaveric knees were reconstructed with a double-looped tendon graft. With the knee in 25° of flexion, the position of the proximal end of the graft inside the femoral tunnel was adjusted by moving the femoral fixation device until the anterior laxity at an applied anterior force of 134 N matched that of the intact knee. In random order, the graft construct was lengthened 1, 2, 3, 4, and 5 mm by moving the femoral fixation device distally along the femoral tunnel and anterior laxity was measured. The increase in the length of the graft construct was related to the increase in anterior laxity by a simple linear regression model. Lengthening the graft construct from 1 to 5 mm caused an equal increase in anterior laxity (slope = 1.0 mm/mm, r2=0.800, p<0.0001). Because an anterior laxity increase of 3 mm or greater in a reconstructed knee is considered unstable clinically and because many fixation devices in widespread use clinically allow 3 mm or greater of lengthening in in vitro tests, our empirical relationship indicates that lengthening at the site of fixation probably is an important cause of knee instability following ACL reconstructive surgery. Our empirical relation also indicates that an important criterion in the design of future fixation devices is that lengthening at the sites affixation in in vitro tests should be limited to less than 3 mm. Copyright © 2006 by ASME.",TRUE,"Focuses on ACL biomechanics, not on predicting or evaluating cosmetic surgery results."
Qwen technical report,"Bai, Jinze and Bai, Shuai and Chu, Yunfei and Cui, Zeyu and Dang, Kai and Deng, Xiaodong and Fan, Yang and Ge, Wenbin and Han, Yu and Huang, Fei and others",2023,arXiv preprint arXiv:2309.16609,,NOT_FOUND_IN_BIB.,FALSE,
Grid simulation services for the medical community,Berti G.; Lonsdale G.; Schmidt J.G.; Benkner S.; Hose D.R.; Fenner J.W.; Jones D.M.; Middleton S.E.; Wollny G.,2008,International Journal of Computational Methods,10.1142/S0219876208001479,"The first part of this paper presents a selection of medical simulation applications, including image reconstruction, near-real-time registration for neuro-surgery, enhanced dose distribution calculation for radiotherapy, inhaled drug delivery prediction, plastic surgery planning and cardio-vascular system simulation. The latter two topics are discussed in some detail. In the second part, we show how such services can be made available to the clinical practitioner using grid technology. We discuss the developments made and the experience gained during the EU project GEMSS, which provides reliable, efficient, secure and lawful medical grid services. © 2008 World Scientific Publishing Company.",TRUE,"Focuses on medical simulation, not on automatic aesthetic outcome prediction."
High-resolution image synthesis with latent diffusion models,"Rombach, Robin and Blattmann, Andreas and Lorenz, Dominik and Esser, Patrick and Ommer, Bj{\""o}rn",2022,,,NOT_FOUND_IN_BIB.,FALSE,
Attention is all you need,"Vaswani, Ashish and Shazeer, Noam and Parmar, Niki and Uszkoreit, Jakob and Jones, Llion and Gomez, Aidan N and Kaiser, {\L}ukasz and Polosukhin, Illia",2017,Advances in neural information processing systems,,"The dominant sequence transduction models are based on complex recurrent or convolutional neural networks that include an encoder and a decoder. The best performing models also connect the encoder and decoder through an attention mechanism. We propose a new simple network architecture, the Transformer, based solely on attention mechanisms, dispensing with recurrence and convolutions entirely. Experiments on two machine translation tasks show these models to be superior in quality while being more parallelizable and requiring significantly less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-to-German translation task, improving over the existing best results, including ensembles, by over 2 BLEU. On the WMT 2014 English-to-French translation task, our model establishes a new single-model state-of-the-art BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction of the training costs of the best models from the literature.",FALSE,
A bounded iterative closest point method for minimally invasive registration of the femur,Rodriguez Y Baena F.; Hawke T.; Jakopec M.,2013,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",10.1177/0954411913500948,"This article describes a novel method for image-based, minimally invasive registration of the femur, for application to computer-assisted unicompartmental knee arthroplasty. The method is adapted from the well-known iterative closest point algorithm. By utilising an estimate of the hip centre on both the preoperative model and intraoperative patient anatomy, the proposed 'bounded' iterative closest point algorithm robustly produces accurate varus-valgus and anterior-posterior femoral alignment with minimal distal access requirements. Similar to the original iterative closest point implementation, the bounded iterative closest point algorithm converges monotonically to the closest minimum, and the presented case includes a common method for global minimum identification. The bounded iterative closest point method has shown to have exceptional resistance to noise during feature acquisition through simulations and in vitro plastic bone trials, where its performance is compared to a standard form of the iterative closest point algorithm. © IMechE 2013.",FALSE,
A continuum model for the bio-mechanical interactions between living tissue and bio-resorbable graft after bone reconstructive surgery,Madeo A.; Lekszycki T.; dell'Isola F.,2011,Comptes Rendus - Mecanique,10.1016/j.crme.2011.07.004,"We introduce a two-constituent porous continuum as a model describing the long-term growth/resorption phenomena in bone tissues grafted with bio-resorbable materials as driven by mechanical loads. The proposed model is able to account for the interplay between mechanical and biological phenomena which are known to be important for the bone tissue synthesis and the resorption of both bone tissue and bio-material. In particular, in the presented model the Lagrangian apparent mass densities of the natural bone and of the artificial material evolve in time according to precise ordinary differential equations. These latter are obtained by postulating a growth/resorption law and suitable constitutive equations conceived to account for the influence on bone resorption and synthesis of the action of different applied external loads as mediated by biological stimulus. The considered constitutive equations are chosen on the basis of the known biological phenomena occurring in bone resorption and synthesis. We present some numerical simulations for rod-bones subjected to axial external load. These numerical simulations allow for the description of the most desirable situation in which a gradual resorption of the artificial material takes place together with the contemporary formation of new bone, finally giving rise to an almost complete replacement of the artificial material with natural living tissue. © 2011 Académie des sciences.",FALSE,
Laser transport through thin scattering layers,Eze R.; Kumar S.,2010,Applied Optics,10.1364/AO.49.000358,"Many modern applications of lasers involve understanding the transport of radiation through thin layers. The interactions of continuous wave and pulsed lasers with skin in dermatological use related to surgery and cosmetic procedures are examples of such. These highly scattering thin layers in skin are best modeled by the Monte Carlo method. However, most traditional Monte Carlo models may inaccurately account for the presence of thin layers. As an example, the very thin epidermis, with its highly absorbing melanin, is known to influence the laser penetration significantly. If the Monte Carlo model is implemented without special features, then the results of the simulation will show incorrect effects of thin layers because the path length of most photons would be significantly larger than the layer thickness. As a result, the computed photon travel path length would simply not feel the presence of the layer. In this paper, we present numerical and algorithmic features for computation of radiation transport through thin layers. It is noted that, while Monte Carlo without special features smears the radiative effect of the layers, the refined technique indicates that layers have a great impact on the absorption of energy, especially if the layer properties are distinctly different from those of the adjacent layers. The results have significant implications in the study of diagnostic and therapeutic applications of lasers in biomedicine and surgery. © 2010 Optical Society of America.",FALSE,
Extraction and reconstruction of retinal vasculature,Fadzil M.H.A.; Izhar L.I.; Venkatachalam P.A.; Karunakar T.V.N.,2007,Journal of Medical Engineering and Technology,10.1080/03091900601111201,"Information about retinal vasculature morphology is used in grading the severity and progression of diabetic retinopathy. An image analysis system can help ophthalmologists make accurate and efficient diagnoses. This paper presents the development of an image processing algorithm for detecting and reconstructing retinal vasculature. The detection of the vascular structure is achieved by image enhancement using contrast limited adaptive histogram equalization followed by the extraction of the vessels using bottom-hat morphological transformation. For reconstruction of the complete retinal vasculature, a region growing technique based on first-order Gaussian derivative is developed. The technique incorporates both gradient magnitude change and average intensity as the homogeneity criteria that enable the process to adapt to intensity changes and intensity spread over the vasculature region. The reconstruction technique reduces the required number of seeds to near optimal for the region growing process. It also overcomes poor performance of current seed-based methods, especially with low and inconsistent contrast images as normally seen in vasculature regions of fundus images. Simulations of the algorithm on 20 test images from the DRIVE database show that it outperforms many other published methods and achieved an accuracy range (ability to detect both vessel and non-vessel pixels) of 0.91-0.95, a sensitivity range (ability to detect vessel pixels) of 0.91-0.95 and a specificity range (ability to detect non-vessel pixels) of 0.88-0.94. © 2007 Informa UK Ltd.",FALSE,
Intelligent Travel Recommendations Using Neural Collaborative Filtering for Touristic Landmarks of Iran,"Zolfagharnasab, Mohammad Hossein and PourMohammadBagher, Latifeh and Bahrani, Mohammad",2025,Journal of Data Science and Modeling,Allameh Tabataba’i University Press,NOT_FOUND_IN_BIB.,FALSE,
Differentiable simulation for outcome-driven orthognathic surgery planning,"Dorda, Daniel and Peter, Daniel and Borer, Dominik and Huber, Niko Benjamin and Sailer, Irena and Gross, Markus and Solenthaler, Barbara and Thomaszewski, Bernhard",2022,,,"Orthognathic surgery planning requires accurate prediction of postoperative facial appearance to achieve desired aesthetic and functional outcomes. Traditional simulation methods often rely on manual adjustments and lack differentiability, limiting their integration with optimization algorithms for outcome-driven planning. In this paper, we propose a differentiable simulation framework for orthognathic surgery planning that enables gradient-based optimization of surgical parameters to directly achieve target postoperative outcomes. Our approach models the biomechanical behavior of facial soft tissues and skeletal structures using differentiable components, allowing efficient computation of gradients with respect to surgical manipulations. We validate our method on clinical cases, demonstrating improved accuracy in predicting postoperative facial appearance and enhanced capability for automated, outcome-driven surgical planning. This work paves the way for more precise and personalized orthognathic surgery interventions through differentiable simulation techniques.",FALSE,
Gp-vls: A general-purpose vision language model for surgery,"Schmidgall, Samuel and Cho, Joseph and Zakka, Cyril and Hiesinger, William",2024,arXiv preprint arXiv:2407.19305,,NOT_FOUND_IN_BIB.,FALSE,
Nonlinear finite element simulation to elucidate the efficacy of slit arteriotomy for end-to-side arterial anastomosis in microsurgery,Gu H.; Chua A.; Tan B.-K.; Chew Hung K.,2006,Journal of Biomechanics,10.1016/j.jbiomech.2004.12.015,"The slit arteriotomy for end-to-side arterial microanastomosis is a technique used to revascularize free flaps in reconstructive surgery. Does a slit open to a width sufficient for blood supply? How is the slit opening affected by factors, such as arterial wall thickness and material stiffness? To answer these questions we propose a nonlinear finite element procedure to simulate the operation. Through modeling the arteries using hyperelastic shell elements, our simulation reveals that the slit opens up to a width even larger than the original diameter of the donor artery, allowing sufficient blood supply. It also identifies two factors that explain the opening of the slit: blood pressure which is predominant in most cases, and the forces applied to the slit by the donor artery. During simulation, when we increase the donor artery thickness and stiffness, it is found that the contribution of blood pressure to the slit opening decreases while that of the forces applied by the donor artery increases. This result indicates that sometimes the forces applied by the donor artery can play an even more significant role than the blood pressure factor. Our simulation elucidates the efficacy of the slit arteriotomy. It improves our understanding of the interplay between blood pressure and donor vessel factors in keeping the slit open.",FALSE,
A fully automatic framework for evaluating cosmetic results of breast conserving therapy,"Guo, Chenqi and Smith, Tamara L and Feng, Qianli and Benitez-Quiroz, Fabian and Vicini, Frank and Arthur, Douglas and White, Julia and Martinez, Aleix",2022,Machine learning with applications,Elsevier,"Breast conserving therapy (BCT) is a common treatment for early-stage breast cancer, aiming to remove the tumor while preserving breast appearance. Evaluating cosmetic outcomes post-BCT is crucial for patient quality of life and treatment assessment. This paper presents a fully automatic framework for evaluating cosmetic results of BCT using machine learning and image analysis techniques. The proposed method integrates breast segmentation, feature extraction, and classification to assess cosmetic outcomes objectively. Experimental results on a dataset of post-BCT breast images demonstrate the effectiveness and reliability of the framework, showing potential for clinical application in routine cosmetic evaluation.",FALSE,
A new 3-D tool for planning plastic surgery,Bottino A.; De Simone M.; Laurentini A.; Sforza C.,2012,IEEE Transactions on Biomedical Engineering,10.1109/TBME.2012.2217496,"Face plastic surgery (PS) plays a major role in today medicine. Both for reconstructive and cosmetic surgery, achieving harmony of facial features is an important, if not the major goal. Several systems have been proposed for presenting to patient and surgeon possible outcomes of the surgical procedure. In this paper, we present a new 3-D system able to automatically suggest, for selected facial features as nose, chin, etc., shapes that aesthetically match the patients face. The basic idea is suggesting shape changes aimed to approach similar but more harmonious faces. To this goal, our system compares the 3-D scan of the patient with a database of scans of harmonious faces, excluding the feature to be corrected. Then, the corresponding features of the k most similar harmonious faces, as well as their average, are suitably pasted onto the patients face, producing k1 aesthetically effective surgery simulations. The system has been fully implemented and tested. To demonstrate the system, a 3-D database of harmonious faces has been collected and a number of PS treatments have been simulated. The ratings of the outcomes of the simulations, provided by panels of human judges, show that the system and the underlying idea are effective. © 2012 IEEE.",FALSE,
A new framework for double-eyelid surgery postoperative appearance simulation,Zou B.; Zhang X.; Liao S.; Chen Z.,2013,ICIC Express Letters,,"In this paper, we propose a new framework to simulate the postoperative appearance of double-eyelid surgery. The key idea is to process a patient's frontal image based on a double-eyelid reference image. Double-eyelid surgery not only creates double-eyelid crease, but improves the ratio of eyes as well. First, thin-plate spline (TPS) is used to improve eyes' ratio. Then, the composite normal map is created by integrating the reference normal map's double-eyelid area into the patient's transformed normal map seamlessly, which is key to simulation of the double eyelid crease. Finally, the simulated postoperative result is rendered by computing the illumination based on the composite normal map. Experiment results suggest that natural postoperative appearance can be simulated by the proposed algorithm with the merit of ease of use. © 2013 ISSN 1881-803X.",FALSE,
SC-FEGAN: Face editing generative adversarial network with user's sketch and color,"Jo, Youngjoo and Park, Jongyoul",2019,,,"We present SC-FEGAN, a novel face editing system that allows users to edit face images using free-form masks, sketches, and color inputs. Unlike previous face editing methods that require precise masks or are limited to specific attributes, our approach enables intuitive and flexible editing by combining user sketches and color strokes with a generative adversarial network (GAN). The network is trained to generate high-quality, realistic face images that conform to the user's input while preserving the original image's identity and background. We demonstrate that SC-FEGAN outperforms existing methods in terms of visual quality and user control, making it a practical tool for interactive face image editing.",FALSE,
Real time 3D simulation for nose surgery and automatic individual prosthesis design,Wang J.-X.; Liao S.-H.; Zhu X.-H.; Wang Y.; Ling C.-X.; Ding X.; Fang Y.-M.; Zhang X.-H.,2011,Computer Methods and Programs in Biomedicine,10.1016/j.cmpb.2010.09.001,"This paper presents an intuitive nose surgery planning and simulation system, using 3D laser scan image and lateral X-ray image, to provide high quality prediction of the postoperative appearance, and design the patient specific prosthesis model automatically. After initial registration, the internal surface of soft tissue at the nose region was generated by the statistical data for soft tissue thickness adapted by the individual thickness information from the X-ray image. Then, the sketch contour of the 3D scan data on the lateral X-ray image was modified manually or adjusted automatically according to some aesthetic statistical data, to drive the simulation in real time by the state-of-the-art Laplacian surface deformation method. When satisfied with the 3D postoperative appearance, the deformation was mapped to the internal surface of soft tissue, and the change before and after simulation was utilized to generate the patient specific prosthesis model automatically. The surgeons who used the system confirmed that this planning system is attractive and has potential for daily clinical practice. © 2010 Elsevier Ireland Ltd.",FALSE,
Fracture simulation of restored teeth using a continuum damage mechanics failure model,Li H.; Li J.; Zou Z.; Fok A.S.-L.,2011,Dental Materials,10.1016/j.dental.2011.03.006,"Objective: The aim of this paper is to validate the use of a finite-element (FE) based continuum damage mechanics (CDM) failure model to simulate the debonding and fracture of restored teeth. Materials and methods: Fracture testing of plastic model teeth, with or without a standard Class-II MOD (mesial-occusal-distal) restoration, was carried out to investigate their fracture behavior. In parallel, 2D FE models of the teeth are constructed and analyzed using the commercial FE software ABAQUS. A CDM failure model, implemented into ABAQUS via the user element subroutine (UEL), is used to simulate the debonding and/or final fracture of the model teeth under a compressive load. The material parameters needed for the CDM model to simulate fracture are obtained through separate mechanical tests. The predicted results are then compared with the experimental data of the fracture tests to validate the failure model. Results: The failure processes of the intact and restored model teeth are successfully reproduced by the simulation. However, the fracture parameters obtained from testing small specimens need to be adjusted to account for the size effect. The results indicate that the CDM model is a viable model for the prediction of debonding and fracture in dental restorations. © 2011 Academy of Dental Materials. Published by Elsevier Ltd. All rights reserved.",FALSE,
CMM-based procedure for polyethylene non-congruous unicompartmental knee prosthesis wear assessment,Spinelli M.; Carmignato S.; Affatato S.; Viceconti M.,2009,Wear,10.1016/j.wear.2008.12.049,"One of the most recent advances in knee replacement surgery is the Unicompartmental Knee Prosthesis that involves the substitution of only one compartment. Uncertainties on the survivorship of such design led to the improvement of pre-clinical mechanical simulation. To effectively support this market phase with clinically relevant wear data it is important to be able to accurately quantify it and the consequent knee prostheses functionality. The aim of the present study was to validate a coordinate-measuring machine (CMM)-based procedure to assess the wear of a commercially available, non-congruous UKP design after mechanical simulation; gravimetric quantification of material defeat produced, in fact, a reference wear value. The two methods are in good agreement (R2 = 0.73) even if CMM technique systematically overestimates the measured values. Material behavior has been monitored through out the test to be able to distinguish, within dimensional changes, permanent plastic deformations and creep contribution. In the case of simulator test mean linear and gravimetric wear rate were evaluated, respectively, 0.19 ± 0.02 mm and 0.86 ± 0.15 mg/Mc. Our findings encouraged further work on reliability and accuracy improvement. © 2009 Elsevier B.V. All rights reserved.",FALSE,
Biomechanical comparison of three second-generation reconstruction nails in an unstable subtrochanteric femur fracture model,Heiney J.; Battula S.; Njus G.; Ruble C.; Vrabec G.,2008,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",10.1243/09544119JEIM369,"The purpose of this study is to determine if a biomechanical difference exists in dynamic stiffness, fatigue life, and fracture site displacement by comparing three cephalomedullary reconstruction nails. An examination was made of the Biomet Uniflex reconstruction nail, the Biomet Vector nail, and the Stryker Howmedica Long Gamma nail in the fixation of an unstable subtrochanteric femur fracture model, using a synthetic bone model. Mean stiffness for each nail was initially determined in control specimens (i.e. no fracture and no instrumentation). The nail stiffness values were 1764.0N/mm (controls), 373.61N/mm (Uniflex), 294.27N/mm (vector), and 656.36N/mm (Gamma). The Gamma was statistically stiffer than the Uniflex and Vector (p<0.002). Mean fatigue life measurements were: Uniflex at 52 891 cycles, failing at the most distal of the proximal two screw holes; Vector at 45 344 cycles, failing in the nail at the level of the fracture site; Gamma at 88 748 cycles failing at the lag screw hole. The p value between the Gamma and Vector was less than 0.01 and between Gamma and Uniflex was less than 0.05. The mean maximal axial displacement at the fracture site was 2.448 mm, 2.305 mm, and 0.790 mm for the Uniflex, Vector and Gamma, respectively. The p value between the Gamma and the other nails was <0.01. The mean maximal transverse displacement at the fracture site was 1.223 mm, 1.197 mm, and 0.280 mm respectively. The p value between the Long Gamma and the other two nails was <0.01. In conclusion, the Long Gamma nail demonstrated statistically significant fixation superiority in stiffness, resistance to fatigue, and fracture site displacement compared to the Uniflex and Vector nails. This biomechanical information may aid in choosing implants for fixation of unstable, subtrochanteric femur fractures. © IMechE 2008.",TRUE,"Focuses on bone implant tests, not on predicting or evaluating surgery looks."
The frictional contact analysis between a tactile sensor and atrial tissue in viscoelasticity,Shen J.J.; Li C.G.; Wu H.T.; Kalantari M.,2013,International Journal of Applied Mechanics,10.1142/S1758825113500282,"This paper discusses the effect of friction in tool-tissue interaction of surgical simulation. The focus of this research is on mitral valve repair by robot-assisted surgery (RAS) method with tactile feedback. Heart tissue is considered to be touched by a tactile sensor with considering the friction effect. A regularized Coulomb law analogous to elastoplastic theory is used to represent the friction. Since the heart tissue is subjected to repeated loading condition, a generalized standard solid chain is chosen for modeling the heart tissue. To implement the generalized standard solid chain in finite element analysis (FEA), a new splitting strategy is presented. The splitting strategy avoids the complicated conversion procedure from creep function to relaxation function by dividing the total problem into several subproblems. The penalty method is used in the derivation of continuum model for the interaction between the tactile sensor and the tissue. By performing linearization for the continuum model, the discrete model for the FEA is obtained. Numerical results are obtained by using the constitutive parameters of tissue and friction coefficient, which were found experimentally. © 2013 Imperial College Press.",FALSE,
