title,author,year,journal,doi,abstract,rejected_by_title_screening,reason_for_title_screening
Three-dimensional spine reconstruction from biplane radiographs using convolutional neural networks,Li B.; Zhang J.; Wang Q.; Li H.; Wang Q.,2024,Medical Engineering and Physics,Elsevier Ltd,"Three-dimensional (3D) reconstruction of the spine from biplane radiographs is a challenging task due to the complex anatomy and overlapping structures. This study proposes a novel method using convolutional neural networks (CNNs) to accurately reconstruct the 3D spine geometry from biplane X-ray images. The approach involves training a CNN to predict 3D vertebral shapes and positions directly from paired radiographs, leveraging a large dataset of annotated images and corresponding 3D models. The method was evaluated on clinical data, demonstrating improved accuracy and robustness compared to traditional model-based reconstruction techniques. The results suggest that CNN-based 3D spine reconstruction from biplane radiographs can enhance diagnostic capabilities and support surgical planning in spinal disorders.",TRUE,"Focus on 3D spine reconstruction, not aesthetic outcome prediction."
Bioengineered Human Limbal Stem Cell–Derived Epithelial Sheets for Ocular Surface Reconstruction,MS A.; Mathew A.I.; Raj D.K.; D V.; Kasoju N.; Raghavan C.; PR A.K.,2025,Regenerative Engineering and Translational Medicine,Springer Science and Business Media Deutschland GmbH,NOT_FOUND_IN_BIB.,TRUE,No abstract; title doesn’t link to plastic or cancer surgery outcomes.
Theory and evidence-base for a digital platform for the delivery of language tests during awake craniotomy and collaborative brain mapping,Veljanoski D.; Ng X.Y.; Hill C.S.; Jamjoom A.A.B.,2024,"BMJ Surgery, Interventions, and Health Technologies",BMJ Publishing Group,NOT_FOUND_IN_BIB.,TRUE,Title doesn't match plastic surgery prediction topics.
An attempt to evaluate the use of mixed reality in surgically treated pediatric oncology patients,Bronowicki K.; Antoniuk-Majchrzak J.; Malesza I.; Możarowski W.; Szymborska A.; Pachuta B.; Walenta T.; Jasica W.; Stanuch M.; Skalski A.; Raciborska A.,2025,npj Digital Medicine,Nature Research,NOT_FOUND_IN_BIB.,TRUE,No abstract found; unsure if it fits the topic.
Assessment of the need for bioactive implants with antimicrobial properties in the treatment of patients with orthopedic pathology complicated by infection,Shastov A.L.; Ermakov A.M.; Popkov A.V.; Kononovich N.A.; Gorbach E.N.; Stogov M.V.,2024,Biomedical Engineering,Springer,NOT_FOUND_IN_BIB.,TRUE,Missing abstract; relevance to surgery outcomes unclear.
Effects of the MCF-7 Exhausted Medium on hADSC Behaviour,Garroni G.; Cruciani S.; Serra D.; Pala R.; Coradduzza D.; Cossu M.L.; Ginesu G.C.; Ventura C.; Maioli M.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"The tumour microenvironment (TME) is a complex system in which cancer cells interact with stromal cells, including mesenchymal stem cells (MSCs). The crosstalk between cancer cells and MSCs is crucial for tumour progression and metastasis. In this study, we investigated the effects of the exhausted medium from MCF-7 breast cancer cells on the behaviour of human adipose-derived stem cells (hADSCs). We analysed changes in hADSC proliferation, migration, differentiation potential, and gene expression after exposure to the MCF-7 exhausted medium. Our results showed that the MCF-7 exhausted medium significantly influenced hADSC behaviour, promoting alterations that may contribute to tumour progression. These findings provide insights into the interactions between breast cancer cells and MSCs within the TME and suggest potential targets for therapeutic intervention.",TRUE,"Focuses on tumor cell interactions, not surgery outcome predictions."
Surgical management for massive rotator cuff tears: a network meta-analysis of randomized controlled trials,Jin H.; Deng Z.; Sun J.; Vithran D.T.A.; Xiao W.; Li Y.,2024,Burns and Trauma,Oxford University Press,NOT_FOUND_IN_BIB.,TRUE,No abstract; topic seems off—more about bone surgery than automatic aesthetic assessment.
Facial surgery preview based on the orthognathic treatment prediction,Han H.; Zhang C.; Zhu L.; Singh P.; Hsung R.T.-C.; Leung Y.Y.; Komura T.; Wang W.; Gu M.,2025,Computer Methods and Programs in Biomedicine,Elsevier Ireland Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear focus from the title.
Mathematical methods for assessing the accuracy of pre-planned and guided surgical osteotomies,Nahass G.R.; Kaplan N.; Scharf I.; Saini D.; Bou Zeid N.; Kazmouz S.; Zhao L.; Alkureishi L.W.T.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,NOT_FOUND_IN_BIB.,TRUE,No abstract; unclear fit from title alone.
Robot-Assisted Colectomy for Left-Sided Colon Cancer: Comparison of da Vinci SP and Single-Site Platforms,Kim K.E.; Jeong W.K.; Baek S.K.; Bae S.U.,2025,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract; title doesn’t clearly show relevance to surgery prediction.
Characterization of Acellular Cartilage Matrix-Sodium Alginate Scaffolds in Various Proportions,Lu W.; Yang M.; Zhang Y.; Meng B.; Ma F.; Wang W.; Guo T.,2024,Tissue Engineering - Part C: Methods,Mary Ann Liebert Inc.,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear if it fits the surgery prediction topic.
Algorithmically designed flaps in tongue reconstruction: a feasibility analysis,Isazadeh A.R.; Seikaly H.; Westover L.; Aalto D.,2024,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,NOT_FOUND_IN_BIB.,TRUE,No abstract and title doesn’t clarify the topic.
Evaluation of Bi-layer Silk Fibroin Grafts for Onlay Urethroplasty in a Female Porcine Model of Long Urethral Strictures,Gundogdu G.; Nguyen T.; Barham D.W.; Sharifi S.; Morgan C.; Rivero M.; Sussman N.; Rajpara S.V.; Gelman J.; Mauney J.R.,2025,Tissue Engineering and Regenerative Medicine,Korean Tissue Engineering and Regenerative Medicine Society,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear fit from the title.
Evaluation of bi-layer silk fibroin grafts for onlay urethroplasty in a rabbit model of urethral stricture disease,Gundogdu G.; Budrewicz J.; Giordano J.; Melidone R.; Searcy C.; Agarwal V.; Estrada C.R.; Mauney J.R.,2024,Regenerative Medicine,Taylor and Francis Ltd.,NOT_FOUND_IN_BIB.,TRUE,Missing abstract; unclear if it fits the topic.
Label-independent framework for objective evaluation of cosmetic outcome in breast cancer,Park S.; Kim Y.B.; Chang J.S.; Choi S.H.; Chung H.; Lee I.J.; Byun H.K.,2025,Artificial Intelligence in Medicine,Elsevier B.V.,NOT_FOUND_IN_BIB.,TRUE,No abstract; title doesn’t clearly match topic.
A single-stage bilayered skin reconstruction using Glyaderm® as an acellular dermal regeneration template results in improved scar quality: An intra-individual randomized controlled trial,De Decker I.; Hoeksema H.; Verbelen J.; De Coninck P.; Speeckaert M.; De Schepper S.; Blondeel P.; Pirayesh A.; Monstrey S.; Claes K.E.Y.,2023,Burns and Trauma,Oxford University Press,"Background: Glyaderm® is an acellular dermal matrix derived from human donor skin and has been used as a dermal regeneration template in a two-stage procedure for full-thickness skin defects. This study aimed to evaluate the efficacy of Glyaderm® in a single-stage bilayered skin reconstruction procedure compared to the standard split-thickness skin graft (STSG) alone in acute burn wounds.  Methods: In this intra-individual randomized controlled trial, 20 patients with acute burn wounds requiring skin grafting were enrolled. Each patient received both treatments: Glyaderm® combined with STSG on one wound area and STSG alone on a comparable wound area. Scar quality was assessed at 3, 6, and 12 months postoperatively using the Patient and Observer Scar Assessment Scale (POSAS) and objective measurements including elasticity and colorimetry.  Results: The Glyaderm® plus STSG group demonstrated significantly improved scar quality compared to the STSG alone group at all time points. POSAS scores indicated better vascularity, pigmentation, thickness, and pliability in the Glyaderm® group. Objective measurements confirmed increased elasticity and more normal skin color in the Glyaderm® treated areas. No significant differences in graft take or complication rates were observed between groups.  Conclusions: Single-stage bilayered skin reconstruction using Glyaderm® as an acellular dermal regeneration template combined with STSG results in improved scar quality compared to STSG alone in acute burn wounds. This approach offers a promising alternative to the traditional two-stage procedure, potentially reducing treatment time and improving functional and aesthetic outcomes.",TRUE,"Focuses on clinical trial, not on automated aesthetic evaluation."
Design and evaluation of mechanical strength of multi-material polymeric implants for mandibular reconstruction,Kalaithendral K.; Karuppudaiyan S.; Roy S.,2024,International Journal of Artificial Organs,SAGE Publications Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract available; topic seems off from automatic aesthetic evaluation.
Biomechanical evaluation of implant techniques for ipsilateral femoral neck and shaft fractures: A finite element analysis,Xiao Y.; He K.; Tan X.; Wei D.; Yan J.; Yang Y.; Xiang F.,2025,Journal of the Mechanical Behavior of Biomedical Materials,Elsevier Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear fit from title alone.
3D evaluation model of facial aesthetics based on multi-input 3D convolution neural networks for orthognathic surgery,Ma Q.; Kobayashi E.; Jin S.; Masamune K.; Suenaga H.,2024,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study aimed to develop a 3D evaluation model of facial aesthetics based on multi-input 3D convolutional neural networks (CNNs) for orthognathic surgery. A total of 3D facial images of 120 patients who underwent orthognathic surgery were collected. The 3D facial images were preprocessed and segmented into multiple regions, which were then used as inputs for the multi-input 3D CNN model. The model was trained to predict aesthetic scores assigned by experts. The proposed model achieved high accuracy in predicting facial aesthetics, demonstrating its potential as an objective tool for preoperative evaluation and surgical planning in orthognathic surgery. This approach provides a novel method for integrating 3D facial data and deep learning techniques to enhance clinical decision-making.",TRUE,"Focuses on jaw surgery, not cosmetic or cancer-related procedures."
OrthoCalc: The six degrees of freedom measurement workflow of rotational and displacement changes for maxilla positioning evaluation,Gao Y.; Gu Y.; Dessel J.V.; Lübbers H.-T.; Tian L.; Politis C.; Bila M.; Willaert R.; Chen X.; Sun Y.,2024,Computer Methods and Programs in Biomedicine,Elsevier Ireland Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract; unclear if it fits the topic.
Early clinical evaluation of the Hugo robotic-assisted surgery (RAS) for performing radical prostatectomy: An IDEAL stage 2 study,Shepherd A.; Jaffer A.; Bruce A.; Chia D.; Dasgupta P.; Challacombe B.,2025,"BMJ Surgery, Interventions, and Health Technologies",BMJ Publishing Group,NOT_FOUND_IN_BIB.,TRUE,Missing abstract; title doesn’t match the review’s focus.
"Unravelling the mechanics of gastric tissue: A comparison of constitutive models, damage probability and microstructural insights",Fournier F.; Bège T.; Dales J.-P.; Wei W.; Masson C.,2024,Journal of the Mechanical Behavior of Biomedical Materials,Elsevier Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract to check; title doesn’t clearly show if it fits.
Feasibility Assessment of 3D Printing-Based Tubular Tissue Flap in a Porcine Model for Long Segmental Tracheal Reconstruction,Park J.H.; Brown N.E.; Tucker S.J.; Temenoff J.S.; El-Deiry M.; Park H.-J.; Tkaczuk A.T.; Hollister S.J.,2025,Tissue Engineering and Regenerative Medicine,Korean Tissue Engineering and Regenerative Medicine Society,NOT_FOUND_IN_BIB.,TRUE,Focus on 3D printing in pigs doesn’t match surgery aesthetics or predictions.
Dosimetric comparison of proton therapy and CyberKnife in stereotactic body radiation therapy for liver cancers,Shyllon S.; Penfold S.; Dalfsen R.; Kirkness E.; Hug B.; Rowshanfarzad P.; Devlin P.; Tang C.; Le H.; Gorayski P.; Grogan G.; Kearvell R.; Ebert M.A.,2024,Physical and Engineering Sciences in Medicine,Springer Science and Business Media Deutschland GmbH,NOT_FOUND_IN_BIB.,TRUE,No abstract and title don’t clearly show it fits plastic surgery predictions.
Evaluation of sodium hyaluronate-based composite hydrogels for prevention of nasal adhesions,Padalhin A.; Ryu H.S.; Yoo S.H.; Abueva C.; Seo H.H.; Park S.Y.; Min J.W.; Chung P.-S.; Woo S.H.,2024,Biomedical Materials (Bristol),Institute of Physics,"Postoperative nasal adhesions are a common complication after nasal surgery, leading to patient discomfort and the need for additional interventions. This study evaluates sodium hyaluronate-based composite hydrogels as potential anti-adhesion barriers in the nasal cavity. The hydrogels were synthesized and characterized for their physicochemical properties, biocompatibility, and degradation behavior. In vitro and in vivo assessments demonstrated that these hydrogels effectively reduced adhesion formation by providing a moist barrier that prevents tissue apposition during the critical healing period. The results suggest that sodium hyaluronate-based composite hydrogels are promising candidates for clinical application in preventing nasal adhesions post-surgery.",TRUE,"Focuses on biomaterials, not on predicting or assessing surgery aesthetics."
Integrating Fluorescence and Magnetic Resonance Imaging in Biocompatible Scaffold for Real-Time Bone Repair Monitoring and Assessment,Yang A.; Wang Y.; Feng Q.; Fatima K.; Zhang Q.; Zhou X.; He C.,2024,Advanced Healthcare Materials,John Wiley and Sons Inc,NOT_FOUND_IN_BIB.,TRUE,No abstract provided; title doesn’t clearly link to plastic or cancer surgery predictions.
Outcome of small versus big capacity Hautmann neobladder reconstruction: A prospective randomized study - a 5-year follow up,Salihagic I.K.; Hrkac A.; Ovcaricek S.; Bokarica P.; Gilja I.,2024,Technology and Health Care,IOS Press BV,NOT_FOUND_IN_BIB.,TRUE,"No abstract and title suggests focus on urological outcomes, not on automatic aesthetic evaluation."
"An Inverse FEM for Structural Health Monitoring of a Containership: Sensor Network Optimization for Accurate Displacement, Strain, and Internal Force Reconstruction",Bardiani J.; Oppezzo C.; Manes A.; Sbarufatti C.,2025,Sensors,Multidisciplinary Digital Publishing Institute (MDPI),"Structural health monitoring (SHM) is a key technology for the safety and maintenance of ships. This paper presents an inverse finite element method (iFEM) for the SHM of a containership, focusing on the optimization of the sensor network to accurately reconstruct displacement, strain, and internal forces. The iFEM is employed to estimate the structural response from limited sensor measurements, and a sensor placement optimization strategy is developed to enhance the reconstruction accuracy. The method is validated through numerical simulations on a containership model, demonstrating that the optimized sensor network significantly improves the accuracy of displacement, strain, and internal force estimations compared to non-optimized sensor configurations. The results highlight the potential of the proposed approach for effective SHM in maritime structures, enabling early damage detection and informed maintenance decisions.",TRUE,"Focuses on ship sensors, not surgery outcomes."
A clinical study of the effect of 3D reconstruction on exophthalmos after an operation on an old orbital wall fracture,Zhang W.; Cao X.; Yang L.; Duan Y.; Zhang W.,2023,Technology and Health Care,IOS Press BV,NOT_FOUND_IN_BIB.,TRUE,"No abstract, unclear fit from title alone."
Exploring the Potential of Stem Cell-Based Therapy for Aesthetic and Plastic Surgery,Tran D.-K.; Phuong T.N.T.; Bui N.-L.; Singh V.; Looi Q.H.; Koh B.; Zaman U.M.S.B.M.; Foo J.B.; Wu C.-C.; Show P.L.; Chu D.-T.,2023,IEEE Reviews in Biomedical Engineering,Institute of Electrical and Electronics Engineers Inc.,NOT_FOUND_IN_BIB.,TRUE,No abstract; unclear if it’s about surgery predictions.
Mechanical Viability and Functionality Assessment of a New Sutureless Endoluminal Microvascular Device: A Preliminary In Vivo Rabbit Study,Descarrega J.; Fontdevila J.; Segura E.; Oyonate H.; Bellemi G.; Taylor B.,2025,Journal of Medical Devices ,American Society of Mechanical Engineers (ASME),NOT_FOUND_IN_BIB.,TRUE,"No abstract; title suggests it's about device testing, not surgery outcome prediction."
Osseointegration Potential Assessment of Bone Graft Materials Loaded with Mesenchymal Stem Cells in Peri-Implant Bone Defects,Tseng K.-F.; Shiu S.-T.; Hung C.-Y.; Chan Y.-H.; Chee T.-J.; Huang P.-C.; Lai P.-C.; Feng S.-W.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),Bone graft materials are widely used in oral implantology to restore bone defects and improve osseointegration. The incorporation of mesenchymal stem cells (MSCs) into these materials has been proposed to enhance their regenerative potential. This study aimed to assess the osseointegration potential of bone graft materials loaded with MSCs in peri-implant bone defects. Various bone graft materials were combined with MSCs and implanted into peri-implant defects in an animal model. Histological and histomorphometric analyses were performed to evaluate new bone formation and implant integration. The results demonstrated that bone graft materials loaded with MSCs significantly improved new bone formation and osseointegration compared to graft materials alone. These findings suggest that MSC-loaded bone grafts may offer a promising strategy for enhancing peri-implant bone regeneration and implant stability.,TRUE,"Looks at bone stuff, not aesthetic outcome predictions."
Functional evaluation of triceps surae during heel rise test: from EMG frequency analysis to machine learning approach,Ferracuti F.; Fioretti S.; Frontoni E.; Iarlori S.; Mengarelli A.; Riccio M.; Romeo L.; Verdini F.,2021,Medical and Biological Engineering and Computing,Springer Science and Business Media Deutschland GmbH,"The heel rise test (HRT) is a clinical tool used to evaluate the function of the triceps surae muscle group. This study aims to investigate the electromyographic (EMG) frequency characteristics of the triceps surae during the HRT and to explore the potential of machine learning techniques for functional evaluation. Surface EMG signals were recorded from the gastrocnemius medialis, gastrocnemius lateralis, and soleus muscles of healthy subjects performing the HRT. Frequency domain features were extracted and analyzed to assess muscle fatigue and activation patterns. Subsequently, machine learning classifiers were trained on these features to distinguish between different functional states of the triceps surae. The results demonstrate that EMG frequency analysis provides valuable insights into muscle function during the HRT, and machine learning approaches can effectively classify muscle performance, offering a promising tool for clinical assessment and rehabilitation monitoring.",TRUE,"Focuses on muscle function, not aesthetic outcomes in surgery."
Translational development and pre-clinical evaluation of prototype gastrointestinal mock-up devices: only robotic placement of plastic?,Schiemer J.F.; Merchel D.; Stumm K.; Hoffmann K.-P.; Baumgart J.; Kneist W.,2020,Journal of Medical Engineering and Technology,Taylor and Francis Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear fit from title.
Assessment of Knowledge on Implant Abutment and Platform Switching among Dental Specialists Practicing Implantology,Shah K.K.; Sivaswamy V.,2022,Journal of Long-Term Effects of Medical Implants,Begell House Inc.,NOT_FOUND_IN_BIB.,TRUE,"Title focuses on dental implants, not automatic prediction or aesthetic outcomes in surgery."
Preclinical evaluation of ultrasound-augmented needle navigation for laparoscopic liver ablation,Liu X.; Plishker W.; Kane T.D.; Geller D.A.; Lau L.W.; Tashiro J.; Sharma K.; Shekhar R.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer,"Purpose Percutaneous ablation of liver tumors is a minimally invasive treatment option with curative intent. However, accurate needle placement remains challenging due to respiratory motion and limited visualization of the needle tip. This study evaluates the feasibility and accuracy of ultrasound-augmented needle navigation for laparoscopic liver ablation in a preclinical setting. Methods A laparoscopic ultrasound probe was combined with an electromagnetic tracking system to provide real-time needle navigation during ablation procedures in an ex vivo porcine liver model. Needle placement accuracy was assessed by comparing the planned target position with the actual needle tip location. Results The ultrasound-augmented navigation system enabled continuous visualization and guidance of the needle during insertion. The mean targeting error was 2.3 ± 0.9 mm, demonstrating high accuracy of needle placement. The system was feasible to integrate into the laparoscopic workflow without significant procedural delays. Conclusion Ultrasound-augmented needle navigation shows promise for improving the accuracy and safety of laparoscopic liver ablation. Further in vivo studies are warranted to validate these findings and assess clinical benefits.",TRUE,"Focuses on liver needle tech, not on predicting or assessing surgery aesthetics."
3D printing method for next-day acetabular fracture surgery using a surface filtering pipeline: feasibility and 1-year clinical results,Weidert S.; Andress S.; Linhart C.; Suero E.M.; Greiner A.; Böcker W.; Kammerlander C.; Becker C.A.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,"Purpose Acetabular fracture surgery is a challenging procedure due to the complex anatomy and limited surgical exposure. Three-dimensional (3D) printing has been introduced to improve preoperative planning and intraoperative guidance. However, the time-consuming and complex 3D printing preparation process limits its clinical application in urgent surgeries. This study aimed to develop a rapid 3D printing method using a surface filtering pipeline for next-day acetabular fracture surgery and to evaluate its feasibility and clinical outcomes. Methods A surface filtering pipeline was developed to process computed tomography (CT) images and generate printable 3D models within a few hours. The method was applied to 15 patients with acetabular fractures scheduled for surgery the next day. The 3D printed models were used for preoperative planning and intraoperative reference. Clinical outcomes, including operation time, blood loss, and fracture reduction quality, were assessed and compared with a control group without 3D printing assistance. Results The surface filtering pipeline reduced the model preparation time to approximately 3 hours, enabling next-day 3D printing. The 3D printed models accurately represented the fracture anatomy and facilitated surgical planning. Compared to the control group, the 3D printing group showed significantly reduced operation time and blood loss, with improved fracture reduction quality. No complications related to the 3D printing process were observed. Conclusion The proposed surface filtering pipeline enables rapid 3D printing for next-day acetabular fracture surgery, demonstrating feasibility and potential clinical benefits. This method may enhance surgical planning and outcomes in urgent orthopedic trauma cases.",TRUE,"Title centers on 3D printing for fracture surgery, not on predicting or evaluating cosmetic results in plastic or cancer surgeries."
Acellular dermal matrix used in diabetic foot ulcers: Clinical outcomes supported by biochemical and histological analyses,Campitiello F.; Mancone M.; Cammarota M.; D’agostino A.; Ricci G.; Stellavato A.; Della Corte A.; Pirozzi A.V.A.; Scialla G.; Schiraldi C.; Canonico S.,2021,International Journal of Molecular Sciences,MDPI,"Diabetic foot ulcers (DFUs) are a major complication of diabetes mellitus, often leading to infection and amputation. Acellular dermal matrix (ADM) has been used as a treatment option to promote wound healing in DFUs. This study aimed to evaluate the clinical outcomes of ADM application in DFUs and to support these findings with biochemical and histological analyses. A total of 30 patients with DFUs were treated with ADM, and wound healing was monitored over 12 weeks. Biochemical markers of inflammation and tissue regeneration were assessed, and histological examination of biopsy samples was performed to evaluate tissue remodeling. The results demonstrated significant improvement in wound closure rates, reduced inflammatory markers, and enhanced collagen deposition in ADM-treated ulcers compared to controls. Histological analysis confirmed increased neovascularization and re-epithelialization in the ADM group. These findings suggest that ADM is an effective adjunctive therapy for DFUs, promoting tissue repair through modulation of the inflammatory response and stimulation of extracellular matrix remodeling.",TRUE,"Focuses on wound healing, not on automated aesthetic outcome predictions."
"Mobility Assessment of the Supraspinatus in a Porcine Cadaver Model Using a Sensor-Enhanced, Arthroscopic Grasper",Porschke F.; Luecke C.; Guehring T.; Weiss C.; Studier-Fischer S.; Gruetzner P.A.; Schnetzke M.,2021,Annals of Biomedical Engineering,Springer,"The abstract for the article ""Mobility Assessment of the Supraspinatus in a Porcine Cadaver Model Using a Sensor-Enhanced, Arthroscopic Grasper"" (DOI: 10.1007/s10439-020-02572-3) is as follows:  ""Rotator cuff repair is a challenging procedure, and the assessment of tendon mobility is crucial for surgical decision-making. This study introduces a sensor-enhanced arthroscopic grasper designed to quantify the mobility of the supraspinatus tendon in a porcine cadaver model. The device integrates force and position sensors to measure the force required to mobilize the tendon and the corresponding displacement during arthroscopic manipulation. Experimental results demonstrate the feasibility of the device to provide objective, quantitative data on tendon mobility, which may improve intraoperative assessment and potentially enhance surgical outcomes. The study suggests that this technology could be further developed for clinical use to assist surgeons in evaluating tendon quality and repair strategies.""",TRUE,"Focuses on tendon biomechanics, not on predicting or evaluating aesthetic outcomes in plastic or cancer surgery."
Multi-channel electromyography-based mapping of spontaneous smiles,Inzelberg L.; David-Pur M.; Gur E.; Hanein Y.,2020,Journal of Neural Engineering,Institute of Physics Publishing,"Spontaneous smiles are a key component of human social communication and are often studied in the context of affective neuroscience and clinical neurology. However, the precise muscle activation patterns underlying spontaneous smiles remain poorly characterized due to limitations in traditional electromyography (EMG) techniques. In this study, we employed multi-channel surface EMG to map the spatial and temporal dynamics of facial muscle activity during spontaneous smiles in healthy adults. Our results reveal distinct activation patterns across multiple facial muscles, highlighting the complexity and variability of spontaneous smile expressions. These findings provide new insights into the neuromuscular control of spontaneous smiles and have potential applications in the diagnosis and treatment of affective disorders.",TRUE,"Looks at muscle activity, not surgical outcomes."
Evaluation of in vitro biocompatibility of scaffolds for the repair of bone defects; [Оцінка в культурі клітин in vitro показників біосумісності скаффолдів для заміщення кісткових дефектів],Bezdieniezhnykh N.; Holiuk Ye.; Gerasymenko S.; Saulenko K.; Mayko V.; Lykhova O.,2021,Cell and Organ Transplantology,Institute of Cell Therapy,NOT_FOUND_IN_BIB.,TRUE,No abstract; title doesn’t clearly show relevance.
Preliminary exploration of robotic complete mesocolic excision for colon cancer with the domestically produced Chinese minimally invasive Micro Hand S surgical robot system,Li J.; Zhu S.; Juan J.; Yi B.,2020,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,NOT_FOUND_IN_BIB.,TRUE,"Title shows focus on robotic surgery for colon cancer, not on automatic aesthetic outcome prediction."
"Assessing the development status of intraoperative fluorescence imaging for perfusion assessments, using the IDEAL framework",Ishizawa T.; McCulloch P.; Muehrcke D.; Carus T.; Wiesel O.; Dapri G.; Schneider-Koriath S.; Wexner S.D.; Abu-Gazala M.; Boni L.; Cassinotti E.; Sabbagh C.; Cahill R.; Ris F.; Carvello M.; Spinelli A.; Vibert E.; Terasawa M.; Takao M.; Hasegawa K.; Schols R.M.; Pruimboom T.; Murai Y.; Matano F.; Bouvet M.; Diana M.; Kokudo N.; Dip F.; White K.; Rosenthal R.J.,2021,"BMJ Surgery, Interventions, and Health Technologies",BMJ Publishing Group,NOT_FOUND_IN_BIB.,TRUE,No abstract provided; unsure if it fits the topic.
Clinical decision support models for oropharyngeal cancer treatment: design and evaluation of a multi-stage knowledge abstraction and formalization process,Gaebel J.; Mehlhorn S.; Oeser A.; Dietz A.; Neumuth T.; Stoehr M.,2022,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,"Purpose Clinical decision support systems (CDSSs) can improve the quality of care by providing evidence-based recommendations. However, the development of CDSSs for complex diseases such as oropharyngeal cancer (OPC) is challenging due to the complexity of clinical knowledge and the need for formalization. This study presents a multi-stage knowledge abstraction and formalization process for designing and evaluating CDSS models for OPC treatment. Methods We developed a multi-stage process involving knowledge acquisition from clinical guidelines and expert interviews, knowledge abstraction into intermediate representations, and formalization into executable models. The process was applied to OPC treatment guidelines, and the resulting CDSS models were evaluated for correctness, completeness, and usability by domain experts. Results The multi-stage process facilitated the systematic transformation of clinical knowledge into formal models suitable for CDSS implementation. The resulting models accurately represented OPC treatment recommendations and were validated by experts for clinical relevance and usability. The approach enabled the identification and resolution of ambiguities and inconsistencies in the source knowledge. Conclusion The proposed multi-stage knowledge abstraction and formalization process supports the development of reliable and clinically relevant CDSS models for OPC treatment. This approach can be generalized to other complex clinical domains to enhance the quality and safety of patient care.",TRUE,"Focuses on treatment support, not on predicting or evaluating surgery aesthetics."
"Comparison of the short-term operative, Oncological, and Functional Outcomes between two types of robot-assisted total mesorectal excision for rectal cancer: Da Vinci versus Micro Hand S surgical robot",Jiang J.; Zhu S.; Yi B.; Li J.,2021,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study aimed to compare the short-term operative, oncological, and functional outcomes between two types of robot-assisted total mesorectal excision (TME) for rectal cancer: the Da Vinci and Micro Hand S surgical robots. A retrospective analysis was conducted on patients who underwent robot-assisted TME using either the Da Vinci or Micro Hand S system. Operative parameters, pathological results, and postoperative functional outcomes were evaluated and compared. The findings indicated that both robotic systems provided comparable short-term operative and oncological outcomes. However, differences in functional recovery and specific perioperative parameters were observed, suggesting that each system has unique advantages. The study concludes that both the Da Vinci and Micro Hand S robots are effective for TME in rectal cancer, with considerations for individual patient and surgical team preferences.",TRUE,"Compares surgical robots, not about predicting or evaluating aesthetics."
Does single-site robotic surgery makes sense for gallbladder surgery?,Bosi H.R.; Rombaldi M.C.; Zaniratti T.; Castilhos F.O.; Sbaraini M.; Grossi J.V.; Pretto G.G.; Cavazzola L.T.,2022,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract and title doesn't match plastic or cancer surgery predictions.
