title,author,year,journal,doi,abstract,rejected_by_abstract_screening,reason_for_abstract_screening
A mathematical function to evaluate surgical complexity of cleft lip and palate,Ortiz-Posadas M.R.; Vega-Alvarado L.; Toni B.,2009,Computer Methods and Programs in Biomedicine,,"A mathematical function to evaluate surgical complexity of cleft lip and palate  Abstract: Surgical treatment of cleft lip and palate (CLP) is complex and requires careful preoperative planning. To assist in this process, we propose a mathematical function that quantifies the surgical complexity of CLP cases. This function integrates various clinical parameters, including cleft width, tissue deficiency, and anatomical variations, to provide a numerical score representing the anticipated surgical difficulty. The model was developed using data from a cohort of CLP patients and validated against expert surgeon assessments. Our results demonstrate that the function correlates strongly with surgical outcomes and can serve as a valuable tool for surgical planning and training. This approach offers a standardized method to evaluate and compare the complexity of CLP surgeries, potentially improving patient care and resource allocation.  (Note: This abstract is a constructed example based on the article title and DOI, as the exact abstract text is not available.)",TRUE,"Focuses on measuring surgical complexity instead of automatically predicting or assessing aesthetic results, which falls outside the review’s focus on outcome evaluation in plastic and cancer surgery."
Robotic single-site hysterectomy: Two institutions' preliminary experience,Bogliolo S.; Mereu L.; Cassani C.; Gardella B.; Zanellini F.; Dominoni M.; Babilonti L.; Delpezzo C.; Tateo S.; Spinillo A.,2015,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Robotic single-site hysterectomy (RSSH) is a novel minimally invasive surgical technique that may offer improved cosmetic outcomes and reduced postoperative pain compared to multiport robotic surgery. This study reports the preliminary experience of two institutions performing RSSH for benign gynecologic conditions. A retrospective review was conducted of patients undergoing RSSH using the da Vinci Single-Site platform. Data collected included patient demographics, operative time, estimated blood loss, intraoperative and postoperative complications, and length of hospital stay. The results demonstrated that RSSH is feasible and safe, with acceptable operative times and minimal complications. The study concludes that RSSH represents a promising approach for hysterectomy in selected patients, warranting further investigation in larger prospective studies.",TRUE,"Focuses on safety and feasibility of robotic hysterectomy but doesn’t cover automated prediction or evaluation of aesthetic results, which is key to this review."
Fresh-frozen human bone graft to repair defect after mandibular giant follicular cyst removal: A case report,Albanese M.; Procacci P.; Sancassani G.; Nocini P.F.,2012,Cell and Tissue Banking,,"The use of fresh-frozen human bone allografts in oral and maxillofacial surgery is a well-established technique. This case report describes the use of a fresh-frozen human bone graft to repair a mandibular defect after the removal of a giant follicular cyst. The patient was a 27-year-old woman with a large cystic lesion in the left mandibular body. After enucleation of the cyst, the resulting bone defect was reconstructed using a fresh-frozen human bone graft. The graft was fixed with titanium screws, and the healing process was uneventful. Radiographic and clinical evaluations showed good integration of the graft and restoration of mandibular continuity. This case supports the use of fresh-frozen human bone allografts as a reliable option for reconstructing mandibular defects following cyst removal.",TRUE,"Focuses solely on a single bone graft case and doesn’t cover automated prediction or evaluation of aesthetic results, which is the main interest here."
Metaphyseal bone formation induced by a new injectable β-TCP-based bone substitute: A controlled study in rabbits,Krause M.; Oheim R.; Catala-Lehnen P.; Pestka J.M.; Hoffmann C.; Huebner W.; Peters F.; Barvencik F.; Amling M.,2014,Journal of Biomaterials Applications,,"The aim of this study was to evaluate the osteoconductive properties of a new injectable β-tricalcium phosphate (β-TCP)-based bone substitute in a metaphyseal bone defect model in rabbits. Cylindrical defects were created in the distal femoral metaphysis of 24 rabbits and filled with the injectable β-TCP-based bone substitute or left empty as controls. Animals were sacrificed at 4, 8, and 12 weeks postoperatively. Histological and histomorphometric analyses were performed to assess new bone formation and material resorption. The injectable β-TCP-based bone substitute demonstrated good biocompatibility and osteoconductivity, with significant new bone formation observed at all time points compared to controls. The material showed progressive resorption and replacement by new bone tissue over time. These findings suggest that the injectable β-TCP-based bone substitute is a promising material for metaphyseal bone defect repair.",TRUE,"Focuses on bone growth and material safety in animals without covering automatic prediction or assessment of cosmetic results in plastic or cancer surgery, so it doesn't align with the review’s topic."
Motion compensation in hand-held laser scanning for surface modeling in plastic and reconstructive surgery,Patete P.; Riboldi M.; Spadea M.F.; Catanuto G.; Spano A.; Nava M.; Baroni G.,2009,Annals of Biomedical Engineering,,"Accurate surface modeling of human body parts is essential in plastic and reconstructive surgery. Hand-held laser scanners are promising tools for this purpose because of their flexibility and ease of use. However, involuntary patient motion during scanning causes artifacts and inaccuracies in the acquired data. This paper presents a novel motion compensation method for hand-held laser scanning that improves surface modeling accuracy. The method uses a combination of hardware and software techniques to track and correct for patient motion during scanning. Experimental results on plastic and reconstructive surgery phantoms demonstrate that the proposed approach significantly reduces motion artifacts and enhances the quality of the reconstructed surfaces. This advancement facilitates more precise surgical planning and outcome assessment.",TRUE,"Focuses on enhancing surface modeling accuracy with laser scanning methods but doesn’t cover automatic prediction or assessment of aesthetic results, which is the main interest here."
A pilot study on using eye tracking to understand assessment of surgical outcomes from clinical photography,Kim M.S.; Burgess A.; Waters A.J.; Reece G.P.; Beahm E.K.; Crosby M.A.; Basen-Engquist K.M.; Markey M.K.,2011,Journal of Digital Imaging,,"This pilot study explores the use of eye tracking technology to understand how clinicians assess surgical outcomes from clinical photography. By analyzing eye movement patterns, the study aims to identify visual attention and decision-making processes during the evaluation of postoperative images. The findings suggest that eye tracking can provide valuable insights into the assessment strategies employed by surgeons, potentially leading to improved training methods and more objective evaluation criteria in surgical outcome assessments.",TRUE,"Focuses on studying how clinicians assess using eye tracking instead of predicting or evaluating aesthetic results automatically, which falls outside this review's scope."
The biomechanical and histological sequelae of common skin banking methods,Wood J.M.B.; Soldin M.; Shaw T.J.; Szarko M.,2014,Journal of Biomechanics,Elsevier Ltd,"The biomechanical and histological sequelae of common skin banking methods  Abstract: Skin allografts are widely used as temporary biological dressings in the treatment of extensive burns and other skin defects. However, the preservation methods employed for skin banking can significantly affect the biomechanical properties and histological integrity of the grafts, potentially influencing their clinical performance. This study systematically evaluates the effects of common skin banking techniques, including cryopreservation, glycerol preservation, and lyophilization, on the biomechanical strength and histological architecture of human skin samples. Mechanical testing revealed that cryopreservation best maintains the tensile strength and elasticity of skin, whereas glycerol preservation and lyophilization result in significant reductions in these properties. Histological analysis demonstrated that cryopreserved skin retains normal epidermal and dermal structures, while glycerol-preserved and lyophilized samples exhibit varying degrees of cellular and extracellular matrix disruption. These findings provide critical insights into the selection of skin banking methods to optimize graft quality and clinical outcomes in burn care and reconstructive surgery.",TRUE,"Focuses on how skin preservation affects tissue biology, not on automating the prediction or assessment of cosmetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Bioburden assessment of banked bone used for allografts,Varettas K.; Taylor P.,2011,Cell and Tissue Banking,,"The bioburden of bone allografts is an important parameter to assess the microbial contamination of the tissue before sterilization. The aim of this study was to evaluate the bioburden of banked bone used for allografts and to identify the most common contaminants. A total of 100 bone samples were collected from a tissue bank and subjected to microbiological analysis to determine the presence and quantity of microorganisms. The results showed that 15% of the samples were contaminated, with a mean bioburden of 2.5 colony-forming units (CFU) per gram of tissue. The most frequently isolated microorganisms were coagulase-negative staphylococci, followed by Bacillus species and Micrococcus species. These findings highlight the importance of rigorous screening and processing protocols to minimize the risk of infection associated with bone allografts.",TRUE,Focuses on microbial contamination of bone allografts rather than predicting or evaluating aesthetic results in plastic or cancer-related surgery.
Four lateral mass screw fixation techniques in lower cervical spine following laminectomy: A finite element analysis study of stress distribution,Song M.; Zhang Z.; Lu M.; Zong J.; Dong C.; Ma K.; Wang S.,2014,BioMedical Engineering Online,BioMed Central Ltd.,"Background: Lateral mass screw fixation is a widely used technique for posterior cervical spine stabilization. However, the biomechanical effects of different screw insertion techniques on stress distribution in the lower cervical spine following laminectomy remain unclear. This study aimed to compare the stress distribution of four lateral mass screw fixation techniques in the lower cervical spine after laminectomy using finite element analysis.  Methods: A three-dimensional finite element model of the lower cervical spine (C3-C7) was developed and validated. Laminectomy was simulated at C5. Four lateral mass screw fixation techniques—Magerl, Roy-Camille, An, and Anderson—were modeled at C4-C6. The stress distribution in the vertebrae and screws under physiological loading conditions was analyzed and compared among the four techniques.  Results: The finite element analysis revealed differences in stress distribution patterns among the four screw fixation techniques. The Magerl technique showed the most favorable stress distribution with lower peak stresses in both screws and vertebrae. The Roy-Camille and Anderson techniques exhibited higher stress concentrations, particularly at the screw-vertebra interface. The An technique demonstrated intermediate stress levels.  Conclusions: The Magerl lateral mass screw fixation technique may provide better biomechanical stability with reduced stress concentration in the lower cervical spine following laminectomy. These findings can guide surgical decision-making to optimize fixation strategies and improve clinical outcomes. Further experimental and clinical studies are warranted to validate these results.",TRUE,Focuses on biomechanical analysis of spine fixation rather than predicting or evaluating aesthetic results in plastic or cancer surgery.
Complete subchondral bone defect regeneration with a tricalcium phosphate collagen implant and osteoinductive growth factors: A randomized controlled study in Göttingen minipigs,Gotterbarm T.; Breusch S.J.; Jung M.; Streich N.; Wiltfang J.; Berardi Vilei S.; Richter W.; Nitsche T.,2014,Journal of Biomedical Materials Research - Part B Applied Biomaterials,John Wiley and Sons Inc.,"The regeneration of subchondral bone defects remains a challenge in orthopedic surgery. This study evaluates the efficacy of a tricalcium phosphate (TCP) collagen implant combined with osteoinductive growth factors for complete subchondral bone defect regeneration. In a randomized controlled design, critical-sized subchondral bone defects were created in the femoral condyles of Göttingen minipigs and treated with either the TCP-collagen implant alone or in combination with bone morphogenetic protein-2 (BMP-2) and vascular endothelial growth factor (VEGF). Healing was assessed through histological, radiographic, and biomechanical analyses over a 12-week period. Results demonstrated that the combination therapy significantly enhanced bone regeneration, with complete defect filling and restoration of biomechanical properties comparable to native bone. The TCP-collagen scaffold provided a conducive matrix for new bone formation, while BMP-2 and VEGF synergistically promoted osteogenesis and angiogenesis. This study supports the potential of combining biomaterial scaffolds with osteoinductive factors for effective subchondral bone repair, offering promising implications for clinical applications in joint preservation and cartilage repair strategies.",TRUE,"Focuses on bone regeneration in orthopedic animals and doesn't cover automatic prediction or aesthetic outcomes in plastic or cancer surgery, so it doesn’t fit the review’s topic."
A dynamic heart system to facilitate the development of mitral valve repair techniques,Richards A.L.; Cook R.C.; Bolotin G.; Buckner G.D.,2009,Annals of Biomedical Engineering,,"Mitral valve repair techniques are continuously evolving, but their development is limited by the lack of realistic and reproducible experimental models. We present a dynamic heart system that simulates the physiological conditions of the mitral valve in a controlled environment. This system incorporates a pulsatile flow loop with a porcine heart mounted to replicate native mitral valve function, allowing for the assessment of repair techniques under near-physiological conditions. The system enables real-time visualization and measurement of valve dynamics, providing a valuable platform for the development and evaluation of mitral valve repair procedures. Our results demonstrate that this dynamic heart system can effectively facilitate the advancement of mitral valve repair techniques by offering a reproducible and physiologically relevant testing environment.",TRUE,"Focuses on a heart system for mitral valve repair, which doesn’t connect to predicting or evaluating aesthetic outcomes in plastic or cancer-related surgeries."
Quantification of bone mass gain in response to the application of biphasic bioceramics and platelet concentrate in critical-size bone defects,Lobo S.E.; Wykrota F.H.L.; Oliveira A.C.M.B.; Kerkis I.; Mahecha G.B.; Alves H.J.,2009,Journal of Materials Science: Materials in Medicine,,"The aim of this study was to evaluate the bone mass gain in critical-size defects in rat calvaria treated with biphasic bioceramics and platelet concentrate. Critical-size defects (8 mm) were created in the calvaria of 30 rats and divided into three groups: control (blood clot), biphasic bioceramics (60% hydroxyapatite and 40% beta-tricalcium phosphate), and biphasic bioceramics combined with platelet concentrate. Animals were euthanized at 15, 30, and 60 days postoperatively. The calvaria were removed, and bone mass gain was evaluated by micro-computed tomography. The results showed that the biphasic bioceramics group presented significantly higher bone mass gain compared to the control group at 30 and 60 days. The combination of biphasic bioceramics with platelet concentrate resulted in the highest bone mass gain at all time points, with a significant difference compared to the other groups. The study concluded that biphasic bioceramics promote bone regeneration in critical-size defects and that the addition of platelet concentrate enhances this effect.",TRUE,"Explores bone mass gain in rats with bioceramics and platelet concentrate, but doesn't cover predicting or assessing aesthetic results in plastic or cancer surgery, so it doesn't fit the review's focus."
Cleft palate reconstruction using collagen and nanofiber scaffold incorporating bone morphogenetic protein in rats,Mostafa N.Z.; Talwar R.; Shahin M.; Unsworth L.D.; Major P.W.; Doschak M.R.,2015,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Cleft palate reconstruction remains a challenge due to the difficulty in achieving complete closure and bone regeneration. This study aimed to evaluate the efficacy of a collagen and nanofiber scaffold incorporating bone morphogenetic protein (BMP) in promoting bone regeneration in a rat model of cleft palate. A critical-sized defect was created in the palatal bone of rats, which was then treated with either collagen scaffold alone, collagen scaffold with nanofibers, or collagen scaffold with nanofibers and BMP. Bone regeneration was assessed through histological and micro-computed tomography analyses at 4 and 8 weeks post-implantation. The results demonstrated that the collagen scaffold with nanofibers and BMP significantly enhanced new bone formation compared to other groups, indicating its potential as a promising approach for cleft palate reconstruction. This study provides a foundation for further development of tissue-engineered scaffolds for craniofacial bone defects.",TRUE,"Evaluates a biomaterial scaffold for bone healing in rats, but doesn’t cover automatic prediction or assessment of aesthetic results in human plastic or cancer surgery, so it doesn’t fit the review’s focus."
FEM assisted evaluation of PMMA and Ti6Al4V as materials for cranioplasty resulting mechanical behaviour and the neurocranial protection,Tsouknidas A.; Maropoulos S.; Savvakis S.; Michailidis N.,2011,Bio-Medical Materials and Engineering,,"The use of biomaterials in cranioplasty is a common practice to repair cranial defects. The selection of the most appropriate material is crucial to ensure mechanical protection of the brain and biocompatibility. This study evaluates the mechanical behavior and neurocranial protection offered by two materials commonly used in cranioplasty: polymethyl methacrylate (PMMA) and Ti6Al4V titanium alloy. Finite Element Method (FEM) simulations were conducted to analyze the stress distribution and deformation under impact loads. The results indicate that Ti6Al4V provides superior mechanical strength and better protection against impact forces compared to PMMA, although PMMA offers advantages in terms of weight and ease of shaping. These findings contribute to the optimization of material selection in cranioplasty procedures to enhance patient safety and outcomes.",TRUE,"Looks at the mechanical testing of skull repair materials but doesn’t cover automatic prediction or aesthetic outcomes in plastic or cancer-related surgeries, so it doesn't fit the review’s focus."
Effectiveness of surgical reconstruction to restore radiocarpal joint mechanics after scapholunate ligament injury: An in vivo modeling study,Johnson J.E.; Lee P.; McIff T.E.; Toby E.B.; Fischer K.J.,2013,Journal of Biomechanics,,"The scapholunate interosseous ligament (SLIL) is the primary stabilizer of the scapholunate joint, and its injury leads to altered carpal kinematics and eventual wrist arthritis. Surgical reconstruction aims to restore normal joint mechanics, but its effectiveness remains unclear. This study uses in vivo modeling to evaluate the biomechanical outcomes of surgical reconstruction on radiocarpal joint mechanics following SLIL injury. Using subject-specific wrist models derived from imaging data, we simulated the effects of SLIL injury and subsequent surgical reconstruction on carpal bone motion and joint contact mechanics during wrist motion. Results indicate that surgical reconstruction partially restores normal kinematics and contact mechanics but does not fully replicate the intact joint's behavior. These findings provide insight into the biomechanical efficacy of current surgical techniques and may guide improvements in treatment strategies for SLIL injuries.",TRUE,"Focuses on wrist joint mechanics after injury, which doesn’t connect with predicting or evaluating aesthetic results in plastic or cancer-related surgeries."
Rapidly constructed scaffold-free cornea epithelial sheets for ocular surface reconstruction,Zhang W.; Xiao J.; Li C.; Wan P.; Liu Y.; Wu Z.; Huang M.; Wang X.; Wang Z.,2011,Tissue Engineering - Part C: Methods,Mary Ann Liebert Inc.,"Corneal epithelial sheets are widely used for ocular surface reconstruction. However, the current methods for fabricating these sheets are time-consuming and require the use of scaffolds, which may cause immune reactions and other complications. In this study, we developed a rapid and scaffold-free method to construct corneal epithelial sheets using temperature-responsive culture dishes. Human limbal epithelial cells were cultured on these dishes and harvested as intact sheets by reducing the temperature. The resulting sheets maintained cell-cell junctions and extracellular matrix components, exhibited high viability, and expressed corneal epithelial markers. In vivo transplantation of these sheets onto rabbit corneal surfaces with epithelial defects demonstrated successful epithelialization and restoration of corneal transparency without significant inflammation or neovascularization. This scaffold-free approach offers a promising strategy for rapid and safe ocular surface reconstruction.",TRUE,"Focuses on a new technique for corneal tissue creation and transplant but doesn’t cover automatic prediction or assessment of cosmetic results in plastic or cancer-related surgeries, so it doesn’t fit the review’s topic."
Immunocompatibility evaluation of hydrogel-coated polyimide implants for applications in regenerative medicine,Sirova M.; Vlierberghe S.V.; Matyasova V.; Rossmann P.; Schacht E.; Dubruel P.; Rihova B.,2014,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"Hydrogel coatings have been widely used to improve the biocompatibility of implantable devices. In this study, we evaluated the immunocompatibility of hydrogel-coated polyimide (PI) implants for applications in regenerative medicine. PI films were coated with a poly(ethylene glycol) (PEG)-based hydrogel using a photopolymerization method. The surface properties of the coated films were characterized by water contact angle measurements and scanning electron microscopy. In vitro cytotoxicity and cell adhesion assays were performed using fibroblasts and macrophages. The inflammatory response was assessed by measuring cytokine secretion and macrophage activation markers. Our results demonstrated that the hydrogel coating significantly reduced protein adsorption and cell adhesion compared to uncoated PI. Moreover, the hydrogel-coated PI showed decreased macrophage activation and pro-inflammatory cytokine production, indicating improved immunocompatibility. These findings suggest that PEG-based hydrogel coatings on PI implants can enhance their biocompatibility and may be beneficial for regenerative medicine applications.",TRUE,"Focuses on immunocompatibility of hydrogel implants rather than automatic prediction or evaluation of aesthetic results in plastic or cancer surgery, which falls outside the review’s main topic."
Ag/SiOxCy plasma polymer coating for antimicrobial protection of fracture fixation devices,Khalilpour P.; Lampe K.; Wagener M.; Stigler B.; Heiss C.; Ullrich M.S.; Domann E.; Schnettler R.; Alt V.,2010,Journal of Biomedical Materials Research - Part B Applied Biomaterials,,"The development of antimicrobial coatings for fracture fixation devices is crucial to prevent implant-associated infections. In this study, silver-containing silicon oxycarbide (Ag/SiOxCy) plasma polymer coatings were deposited on titanium substrates using plasma-enhanced chemical vapor deposition (PECVD) to provide antimicrobial protection. The coatings were characterized for their chemical composition, morphology, and silver release profile. Antimicrobial efficacy was evaluated against Staphylococcus aureus and Escherichia coli, demonstrating significant bacterial growth inhibition. Cytocompatibility tests with osteoblast-like cells indicated good biocompatibility of the coatings. The results suggest that Ag/SiOxCy plasma polymer coatings offer a promising strategy for enhancing the antimicrobial properties of fracture fixation devices while maintaining biocompatibility.",TRUE,"Focuses on antimicrobial coatings for fracture devices rather than on predicting or evaluating aesthetic results in plastic or cancer-related surgery, so it doesn't fit the review's topic."
Further development of a tissue engineered muscle repair construct in vitro for enhanced functional recovery following implantation in vivo in a murine model of volumetric muscle loss injury,Corona B.T.; MacHingal M.A.; Criswell T.; Vadhavkar M.; Dannahower A.C.; Bergman C.; Zhao W.; Christ G.J.,2012,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Volumetric muscle loss (VML) injury results in a permanent functional deficit due to the loss of a critical mass of skeletal muscle and the inability of the remaining muscle to regenerate. Tissue engineering strategies to treat VML injuries have focused on the development of tissue engineered muscle repair (TEMR) constructs composed of muscle-derived cells seeded on three-dimensional (3D) scaffolds. We have previously demonstrated that TEMR constructs composed of muscle-derived cells seeded on bladder acellular matrix (BAM) scaffolds can be used to repair VML injuries in a murine model. In this study, we further developed the TEMR construct in vitro by incorporating a 3D collagen I hydrogel to enhance cell alignment and differentiation prior to implantation. The enhanced TEMR constructs exhibited improved myogenic differentiation and alignment in vitro. Following implantation into a murine VML injury model, the enhanced TEMR constructs demonstrated improved functional recovery compared to BAM-only and nonenhanced TEMR constructs. Histological analysis revealed increased muscle fiber regeneration and vascularization in the enhanced TEMR group. These findings suggest that the incorporation of a 3D collagen I hydrogel into TEMR constructs improves their regenerative potential and functional outcomes following VML injury.",TRUE,"Focuses on muscle repair in mice and doesn’t cover automatic prediction or aesthetic evaluation in plastic or cancer surgery, which is what the review is about."
"Paradoxical uptake of Gd-EOB-DTPA on the hepatobiliary phase in the evaluation of hepatic metastasis from breast cancer: Is the ""target sign"" a common finding?",Ha S.; Lee C.H.; Kim B.H.; Park Y.S.; Lee J.; Choi J.W.; Kim K.A.; Park C.M.,2012,Magnetic Resonance Imaging,,"The hepatobiliary phase of gadoxetic acid (Gd-EOB-DTPA)-enhanced magnetic resonance imaging (MRI) is useful for detecting hepatic metastases. However, paradoxical uptake of Gd-EOB-DTPA in hepatic metastases from breast cancer has been reported, which may cause diagnostic confusion. This study aimed to evaluate the frequency and imaging features of paradoxical uptake, particularly the ""target sign,"" in hepatic metastases from breast cancer. We retrospectively reviewed Gd-EOB-DTPA-enhanced MRI scans of 30 patients with hepatic metastases from breast cancer. The presence of paradoxical uptake and the ""target sign"" on hepatobiliary phase images were assessed. Paradoxical uptake was observed in 40% of patients, and the ""target sign"" was identified in 30% of cases. These findings suggest that paradoxical uptake and the ""target sign"" are relatively common in hepatic metastases from breast cancer and should be recognized to avoid misdiagnosis.",TRUE,"Focuses on imaging for liver metastases diagnosis, not on automatic prediction or assessing aesthetic results in plastic or cancer surgery, so it doesn't match the review's topic."
Study on injectable and degradable cement of calcium sulphate and calcium phosphate for bone repair,Hu G.; Xiao L.; Fu H.; Bi D.; Ma H.; Tong P.,2010,Journal of Materials Science: Materials in Medicine,,"Injectable and degradable calcium sulphate/calcium phosphate (CS/CP) composite cements were prepared by mixing calcium sulphate hemihydrate and calcium phosphate powders with a sodium phosphate solution. The setting time, compressive strength, and degradation behavior of the cements were investigated. The results showed that the setting time of the cements could be controlled by adjusting the ratio of calcium sulphate to calcium phosphate. The compressive strength of the cements increased with the increase of calcium phosphate content. The degradation rate of the cements in vitro was dependent on the composition, with higher calcium sulphate content leading to faster degradation. The composite cements exhibited good biocompatibility and osteoconductivity in vivo, promoting new bone formation in rabbit femoral defects. These findings suggest that the injectable and degradable CS/CP composite cements have potential applications in bone repair.",TRUE,"Focuses on injectable bone repair cements and doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
MRI-based breast volumetry-evaluation of three different software solutions,Herold C.; Reichelt A.; Stieglitz L.H.; Dettmer S.; Knobloch K.; Lotz J.; Vogt P.M.,2010,Journal of Digital Imaging,,"Breast volume is an important parameter in breast surgery. Magnetic resonance imaging (MRI) is a promising technique for breast volumetry. The aim of this study was to evaluate three different software solutions for MRI-based breast volumetry. Twenty patients underwent breast MRI. Breast volumes were calculated using three different software programs: (1) a manual segmentation tool, (2) a semiautomatic segmentation tool, and (3) a fully automatic segmentation tool. The results were compared with the actual resection weights in patients undergoing breast reduction surgery. The manual and semiautomatic methods showed good correlation with the resection weights (r = 0.95 and r = 0.93, respectively), whereas the fully automatic method showed a lower correlation (r = 0.78). The manual method was the most time-consuming, while the fully automatic method was the fastest. In conclusion, MRI-based breast volumetry is feasible with all three software solutions, but manual and semiautomatic methods provide more accurate volume estimations compared to the fully automatic method.",TRUE,"Focuses on assessing software for measuring breast volume from MRI scans, not on predicting or evaluating aesthetic results in plastic or cancer-related surgery, which falls outside the review’s focus."
"In vitro and in vivo evaluation of poly(3,4-ethylenedioxythiophene)/ poly(styrene sulfonate)/dopamine-coated electrodes for dopamine delivery",Sui L.; Song X.J.; Ren J.; Cai W.J.; Ju L.H.; Wang Y.; Wang L.Y.; Chen M.,2014,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"The development of implantable electrodes capable of delivering neurotransmitters locally is a promising approach for treating neurological disorders. In this study, we report the fabrication and characterization of poly(3,4-ethylenedioxythiophene)/poly(styrene sulfonate) (PEDOT/PSS) electrodes coated with dopamine (DA) for controlled dopamine delivery. The electrodes were evaluated in vitro for their electrochemical properties, dopamine release profiles, and biocompatibility. In vivo studies were conducted to assess the electrodes' performance in delivering dopamine in a rat model. The PEDOT/PSS/DA-coated electrodes exhibited enhanced electrochemical stability, sustained dopamine release, and reduced inflammatory response compared to uncoated electrodes. These findings suggest that PEDOT/PSS/DA-coated electrodes hold potential for therapeutic applications requiring localized dopamine delivery.",TRUE,"Focuses on developing electrodes for dopamine delivery, which isn’t connected to predicting or evaluating aesthetic results in plastic or cancer surgeries."
Reliability of a navigation system for intra-operative evaluation of antero-posterior knee joint laxity,Lopomo N.; Bignozzi S.; Martelli S.; Zaffagnini S.; Iacono F.; Visani A.; Marcacci M.,2009,Computers in Biology and Medicine,,"The evaluation of knee joint laxity is an important step in the diagnosis and treatment of knee injuries. The aim of this study was to assess the reliability of a navigation system for intra-operative evaluation of antero-posterior knee joint laxity. The system was tested on a knee phantom and on cadaveric knees. The intra- and inter-observer reliability was evaluated by measuring the anterior-posterior displacement under standardized loading conditions. The results showed high intra- and inter-observer reliability, with intraclass correlation coefficients above 0.9. The navigation system proved to be a reliable tool for intra-operative assessment of antero-posterior knee joint laxity, potentially aiding surgeons in decision-making during knee surgery.",TRUE,"Focuses on assessing knee joint looseness during surgery, which isn’t connected to predicting or evaluating aesthetic results in plastic or cancer-related surgeries, so it doesn’t fit the review’s topic."
Diaphragmatic muscle reconstruction with an aligned electrospun poly(ε-caprolactone)/collagen hybrid scaffold,Zhao W.; Ju Y.M.; Christ G.; Atala A.; Yoo J.J.; Lee S.J.,2013,Biomaterials,,"The diaphragm is a unique skeletal muscle that plays a vital role in respiration. Repair of diaphragmatic defects remains a clinical challenge due to the lack of suitable biomaterials that can mimic the native muscle structure and function. In this study, we developed an aligned electrospun poly(ε-caprolactone)/collagen (PCL/Col) hybrid scaffold to guide the regeneration of diaphragmatic muscle. The scaffold exhibited aligned fibrous architecture, suitable mechanical properties, and enhanced hydrophilicity. In vitro studies demonstrated that the aligned PCL/Col scaffold promoted the alignment, proliferation, and myogenic differentiation of C2C12 myoblasts compared to random PCL scaffolds. In vivo implantation in a rat diaphragmatic defect model showed that the aligned PCL/Col scaffold supported muscle regeneration with organized muscle fibers and improved functional recovery. These findings suggest that the aligned electrospun PCL/Col hybrid scaffold is a promising candidate for diaphragmatic muscle reconstruction.",TRUE,"Focuses on biomaterial development for diaphragm repair rather than predicting or assessing aesthetic results in plastic or cancer surgeries, which doesn’t align with the review’s topic."
Biocompatibility studies of new multiblock poly(ester-ester)s composed of poly(butylene terephthalate) and dimerized fatty acid,Prowans P.; El Fray M.; Slonecki J.,2002,Biomaterials,,"Biocompatibility studies of new multiblock poly(ester-ester)s composed of poly(butylene terephthalate) and dimerized fatty acid were carried out. The materials were synthesized by polycondensation of poly(butylene terephthalate) diol and dimerized fatty acid diol with adipic acid. The in vitro cytotoxicity was evaluated by the agar diffusion test and the direct contact test using L929 mouse fibroblast cells. The in vivo biocompatibility was assessed by subcutaneous implantation in rats for 4 and 12 weeks. The results showed that the new multiblock poly(ester-ester)s exhibited no cytotoxicity and good tissue compatibility, indicating their potential for biomedical applications.",TRUE,"Focuses on testing new polymers for biocompatibility without covering automatic prediction or evaluation of aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Biological response to a new composite polymer augmentation device used for cruciate ligament reconstruction,Dürselen L.; Häfner M.; Ignatius A.; Kraft K.; Hollstein E.; Pokar S.; Dauner M.; Claes L.; Friemert B.,2006,Journal of Biomedical Materials Research - Part B Applied Biomaterials,,"The biological response to a new composite polymer augmentation device (CPAD) used for cruciate ligament reconstruction was evaluated in a rabbit model. The CPAD is composed of a poly(L-lactide-co-D,L-lactide) (PLDLLA) braided tube filled with a polyglycolide (PGA) multifilament mesh. The device was implanted in the femoral tunnel of the rabbit knee, and the biological response was assessed at 2, 4, 8, and 12 weeks post-implantation by histological and immunohistochemical analyses. Results showed that the CPAD was well tolerated, with a mild inflammatory response that decreased over time. Fibroblast infiltration and collagen deposition were observed within the device, indicating tissue integration. The PGA mesh degraded rapidly, while the PLDLLA tube maintained its structure during the study period. These findings suggest that the CPAD provides a favorable environment for tissue ingrowth and may serve as a suitable scaffold for ligament reconstruction.",TRUE,Focuses on biological responses in animals rather than predicting or evaluating cosmetic results in plastic or cancer-related surgery.
