title,author,year,journal,doi,abstract,rejected_by_full-text_screening,reason_for_full-text_screening
Predicting Aesthetic Outcomes of Breast Cancer Surgery: A Robust and Explainable Image Retrieval Approach,"Ferreira, Pedro and Zolfagharnasab, Mohammad Hossein and Gonçalves, Tiago and Bonci, Eduard and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2026,,Springer Nature Switzerland,NOT_FOUND_IN_BIB.,FALSE,
A generative adversarial network approach to predicting postoperative appearance after orbital decompression surgery for thyroid eye disease,Yoo T.K.; Choi J.Y.; Kim H.K.,2020,Computers in Biology and Medicine,Elsevier Ltd,Accurate prediction of postoperative appearance is important for surgical planning and patient communication in orbital decompression surgery for thyroid eye disease (TED). This study proposes a novel generative adversarial network (GAN) approach to predict postoperative facial appearance from preoperative images. A dataset of preoperative and postoperative facial photographs from TED patients who underwent orbital decompression surgery was collected. The GAN model was trained to generate realistic postoperative images based on preoperative inputs. Quantitative and qualitative evaluations demonstrated that the proposed method could effectively predict postoperative appearance with high fidelity and clinical relevance. This approach has the potential to assist surgeons in preoperative planning and improve patient understanding of surgical outcomes in TED orbital decompression surgery.,FALSE,
Skin Improvement Effects of Ultrasound-Enzyme-Treated Collagen Peptide Extracts from Flatfish (Paralichthys olivaceus) Skin in an In Vitro Model,Eom S.-J.; Kim J.-H.; Ryu A.-R.; Park H.; Lee J.-H.; Park J.-H.; Lee N.-H.; Lee S.; Lim T.-G.; Kang M.-C.; Song K.-M.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"Collagen peptides (CPs) have been widely used in cosmetics and functional foods due to their beneficial effects on skin health. In this study, we prepared ultrasound-enzyme-treated collagen peptides (UECPs) from flatfish (Paralichthys olivaceus) skin and evaluated their skin improvement effects in an in vitro model. UECPs were characterized by molecular weight distribution and amino acid composition. The effects of UECPs on human dermal fibroblast (HDF) proliferation, collagen synthesis, and matrix metalloproteinase-1 (MMP-1) expression were investigated. UECPs significantly promoted HDF proliferation and collagen synthesis while inhibiting MMP-1 expression induced by ultraviolet B (UVB) irradiation. Furthermore, UECPs enhanced the expression of transforming growth factor-beta1 (TGF-β1) and tissue inhibitor of metalloproteinases-1 (TIMP-1), which are involved in collagen metabolism. These results suggest that UECPs from flatfish skin have potential as functional ingredients for skin health improvement and anti-aging applications.",TRUE,"Looks at collagen peptides' impact on skin cells instead of predicting or assessing aesthetic results in surgery, so it doesn't fit the review's focus."
A feasibility study on image inpainting for non-cleft lip generation from patients with cleft lip,"Chen, Shuang and Atapour-Abarghouei, Amir and Kerby, Jane and Ho, Edmond SL and Sainsbury, David CG and Butterworth, Sophie and Shum, Hubert PH",2022,,,"Cleft lip is a common congenital malformation that affects the appearance and function of the lip. Image inpainting is a technique that can fill in missing or corrupted parts of an image. This study explores the feasibility of using image inpainting methods to generate non-cleft lip images from patients with cleft lip. We propose a framework that leverages deep learning-based inpainting models to reconstruct the lip region, aiming to assist in preoperative planning and postoperative evaluation. Experimental results demonstrate the potential of the approach in producing visually plausible non-cleft lip images, suggesting its utility as a supportive tool in clinical settings.",FALSE,
High-Frequency Optical Coherence Elastography for Gingival Tissue Characterization: Variability in Stiffness and Response to Physiological Conditions,Moon W.; Feng X.; Li G.-Y.; Yun S.-H.,2024,Biomaterials Research,American Association for the Advancement of Science,"High-frequency optical coherence elastography (OCE) is a promising technique for noninvasive, high-resolution mechanical characterization of soft tissues. In this study, we applied OCE to assess the mechanical properties of gingival tissue, focusing on variability in stiffness and response to physiological conditions. Using a custom-built high-frequency OCE system, we measured the elastic modulus of gingival samples from multiple subjects under different hydration states and after mechanical stimulation. Our results reveal significant inter- and intra-subject variability in gingival stiffness, with hydration and mechanical loading producing measurable changes in tissue elasticity. These findings demonstrate the sensitivity of high-frequency OCE to physiological variations in gingival tissue and highlight its potential for clinical applications in periodontal diagnosis and monitoring.",TRUE,"Focuses on the mechanical properties of gum tissue and doesn’t cover automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Prediction of Breast Deformities: A Step Forward for Planning Aesthetic Results After Breast Surgery,"Bessa, S{\'\i}lvia and Zolfagharnasab, Hooshiar and Pereira, Eduardo and Oliveira, H{\'e}lder P",2017,,,NOT_FOUND_IN_BIB.,FALSE,
Clinical and Economic Assessment of Robot-Assisted Radical Prostatectomy With the Hinotori Surgical System: Insights From a Japanese Single-Centre Study,Obayashi K.; Akatsuka J.; Nishino T.; Takadate M.; Hasegawa H.; Mikami H.; Takeda H.; Endo Y.; Toyama Y.; Yamada T.; Yamamoto Y.; Kimura G.; Kondo Y.,2025,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Robot-assisted radical prostatectomy (RARP) has become a standard treatment for localized prostate cancer worldwide. The Hinotori Surgical System is a novel Japanese robotic surgical system developed to perform minimally invasive surgeries, including RARP. This study aimed to evaluate the clinical and economic outcomes of RARP using the Hinotori Surgical System in a Japanese single-centre setting. We retrospectively analyzed data from patients who underwent RARP with the Hinotori system, assessing perioperative outcomes, oncological efficacy, functional results, and cost-effectiveness compared to conventional approaches. Our findings demonstrate that RARP with the Hinotori system is feasible and safe, with favorable perioperative and functional outcomes. Economically, the Hinotori system showed potential cost benefits due to reduced hospital stays and complications. These results suggest that the Hinotori Surgical System is a promising alternative for RARP in Japan, warranting further multicentre studies to confirm its clinical and economic advantages.",TRUE,"Focuses only on clinical and economic results of robot-assisted prostatectomy, without exploring automatic prediction or assessment of aesthetic outcomes."
Assessment of cranial reconstruction utilizing various implant materials: finite element study,Shash Y.H.,2024,Journal of Materials Science: Materials in Medicine,Springer,"Cranial reconstruction is a critical surgical procedure aimed at restoring the protective function and aesthetic contour of the skull following trauma, tumor resection, or congenital defects. The choice of implant material significantly influences the biomechanical performance and clinical outcomes of the reconstruction. This study employs finite element analysis (FEA) to evaluate the mechanical behavior of cranial implants made from various materials, including titanium, polyetheretherketone (PEEK), polymethylmethacrylate (PMMA), and hydroxyapatite. Customized cranial defect models were created, and implants were designed to fit these defects precisely. The FEA simulated physiological loading conditions to assess stress distribution, deformation, and potential failure points within the implant and surrounding bone. Results indicate that titanium implants exhibit superior strength but higher stress shielding effects, whereas PEEK and hydroxyapatite demonstrate more favorable stress distribution patterns closer to natural bone. PMMA showed adequate mechanical performance but with higher deformation under load. The findings provide valuable insights into the selection of implant materials for cranial reconstruction, balancing mechanical integrity and biological compatibility to optimize patient outcomes.",FALSE,
Role of artificial intelligence in treatment planning and outcome prediction of jaw corrective surgeries by using 3-D imaging-A systematic review,"Sankar, Hariram and Alagarsamy, Ragavi and Lal, Babu and Rana, Shailendra Singh and Roychoudhury, Ajoy and Agrawal, Amit and Wankhar, Syrpailyne",2024,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Elsevier,NOT_FOUND_IN_BIB.,FALSE,
Towards Robust Breast Segmentation: Leveraging Depth Awareness and Convexity Optimization for Tackling Data Scarcity,"Zolfagharnasab, Mohammad Hossein and Gonçalves, Tiago and Ferreira, Pedro and Cardoso, Maria J and Cardoso, Jaime S",2026,,Springer Nature Switzerland,NOT_FOUND_IN_BIB.,FALSE,
Non-Metallic MR-Guided Concentric Tube Robot for Intracerebral Hemorrhage Evacuation,Gunderman A.L.; Sengupta S.; Siampli E.; Sigounas D.; Kellner C.; Oluigbo C.; Sharma K.; Godage I.; Cleary K.; Chen Y.,2023,IEEE Transactions on Biomedical Engineering,IEEE Computer Society,"Intracerebral hemorrhage (ICH) is a devastating form of stroke with high mortality and morbidity. Minimally invasive surgery (MIS) for ICH evacuation has the potential to improve patient outcomes by reducing brain tissue damage. However, current MIS tools are limited in dexterity and compatibility with magnetic resonance imaging (MRI), which is critical for intraoperative guidance. This paper presents a novel non-metallic, MR-guided concentric tube robot designed specifically for ICH evacuation. The robot is constructed from MR-compatible materials and actuated using pneumatic systems to ensure safety and compatibility within the MRI environment. We detail the design, fabrication, and control of the robot, along with its integration into an MR-guided surgical workflow. Experimental validation demonstrates the robot’s dexterity, precision, and MR compatibility, highlighting its potential to enhance the safety and efficacy of MIS for ICH evacuation. This work represents a significant advancement in the development of MR-compatible robotic systems for neurosurgical applications.",FALSE,
Skin deformation analysis for pre-operative planning of DIEAP flap reconstruction surgery,Timóteo R.; Pinto D.; Martinho M.; Gouveia P.; Lopes D.S.; Mavioso C.; Cardoso M.J.,2023,Medical Engineering and Physics,Elsevier Ltd,"Pre-operative planning of Deep Inferior Epigastric Artery Perforator (DIEAP) flap reconstruction surgery requires accurate prediction of skin deformation to ensure optimal flap design and patient outcomes. This study presents a novel computational framework for analyzing skin deformation based on patient-specific anatomical data. Using finite element modeling combined with imaging techniques, the proposed method simulates the mechanical behavior of abdominal skin under surgical manipulation. Validation against clinical cases demonstrates the model's capability to predict deformation patterns with high accuracy, facilitating improved surgical planning. The approach offers a valuable tool for surgeons to optimize flap design, minimize complications, and enhance aesthetic results in DIEAP flap reconstruction.",TRUE,"Focuses mainly on biomechanical modeling for surgery, not on automatically predicting or evaluating how things look, which is the main interest here."
Highly Concentrated Stabilized Hybrid Complexes of Hyaluronic Acid: Rheological and Biological Assessment of Compatibility with Adipose Tissue and Derived Stromal Cells towards Regenerative Medicine,Vassallo V.; Di Meo C.; Alessio N.; La Gatta A.; Ferraro G.A.; Nicoletti G.F.; Schiraldi C.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"Hyaluronic acid (HA) is a natural polysaccharide widely used in regenerative medicine due to its biocompatibility and viscoelastic properties. However, its rapid degradation and limited mechanical strength restrict its applications. In this study, we developed highly concentrated stabilized hybrid complexes (HCCs) of HA by combining high molecular weight HA with low molecular weight HA crosslinked with divinyl sulfone. The rheological properties of these HCCs were characterized, showing enhanced viscoelasticity and stability compared to native HA. Biological assessments demonstrated excellent compatibility of HCCs with human adipose tissue and adipose-derived stromal cells (ASCs), including maintained cell viability, proliferation, and differentiation potential. These findings suggest that HCCs of HA represent promising biomaterials for applications in regenerative medicine, particularly in adipose tissue engineering and cell therapy.",FALSE,
Facial attractiveness of cleft patients: a direct comparison between artificial-intelligence-based scoring and conventional rater groups,"Patcas, Raphael and Timofte, Radu and Volokitin, Anna and Agustsson, Eirikur and Eliades, Theodore and Eichenberger, Martina and Bornstein, Michael Marc",2019,European journal of orthodontics,Oxford University Press UK,"Abstract  Objective: To compare facial attractiveness (FA) ratings of cleft patients by artificial intelligence (AI) and conventional rater groups.  Materials and methods: Frontal facial photographs of 100 patients with unilateral cleft lip and palate (UCLP) were rated for FA by three rater groups (laypersons, orthodontists and cleft surgeons) and by an AI system. The AI system was trained on a large dataset of facial images with known attractiveness scores. Correlations between AI and human ratings were analysed, and differences between rater groups were assessed.  Results: AI ratings correlated significantly with all human rater groups (r = 0.45–0.58, P < 0.001). The highest correlation was found between AI and laypersons (r = 0.58). Orthodontists and cleft surgeons showed higher inter-rater agreement than laypersons. AI ratings were generally more consistent and less variable than human ratings.  Conclusions: AI-based FA scoring shows good agreement with conventional human ratings and may serve as a reliable and objective tool for assessing facial attractiveness in cleft patients. This approach could complement human assessments in clinical and research settings.",FALSE,
Deep aesthetic assessment and retrieval of breast cancer treatment outcomes,"Silva, Wilson and Carvalho, Maria and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2022,,,NOT_FOUND_IN_BIB.,FALSE,
Turning subjective into objective: the BCCT. core software for evaluation of cosmetic results in breast cancer conservative treatment,"Cardoso, Maria Joao and Cardoso, Jaime and Amaral, Nat{\'a}lia and Azevedo, Isabel and Barreau, Lise and Bernardo, Mario and Christie, David and Costa, Susy and Fitzal, Florian and Fougo, Jos{\'e} L and others",2007,The Breast,Elsevier,"Background: The evaluation of cosmetic results after breast cancer conservative treatment (BCCT) is usually based on subjective scores. The BCCT.core software was developed to provide an objective and reproducible evaluation of cosmetic results. Methods: The BCCT.core software analyses digital photographs of the breasts and calculates objective parameters such as breast retraction assessment, lower breast contour, and color differences. These parameters are combined to provide an overall cosmetic score. Results: The software was tested on a series of patients and showed good correlation with subjective evaluations by experts. It provides a standardized and reproducible method for cosmetic assessment. Conclusion: The BCCT.core software represents a valuable tool for objective evaluation of cosmetic outcomes after breast cancer conservative treatment, facilitating comparison between studies and improving clinical decision-making.",FALSE,
"Aesthetic, quality-of-life, and clinical outcomes after inferior pedicle oncoplastic reduction mammoplasty","Xia, Thomas Y and Scomacao, Isis and Duraes, Eliana and Cakmakoglu, Cagri and Schwarz, Graham",2023,Aesthetic Plastic Surgery,Springer,"Purpose Oncoplastic reduction mammoplasty (ORM) is a surgical technique that combines oncologic resection with breast reduction and mastopexy techniques to improve aesthetic and quality-of-life (QoL) outcomes. This study aimed to evaluate aesthetic, QoL, and clinical outcomes after inferior pedicle ORM. Methods A retrospective review was conducted of patients who underwent inferior pedicle ORM for breast cancer between 2010 and 2020. Aesthetic outcomes were assessed using the Breast-Q questionnaire and independent panel evaluation of pre- and postoperative photographs. QoL was measured using the Breast-Q and the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire (EORTC QLQ-C30). Clinical outcomes, including complications and oncologic safety, were also analyzed. Results Forty-five patients met inclusion criteria. The median follow-up was 36 months. Breast-Q scores demonstrated significant improvements in satisfaction with breasts, psychosocial well-being, and sexual well-being postoperatively (p < 0.05). Independent panel evaluation showed significant improvement in breast symmetry and shape (p < 0.01). EORTC QLQ-C30 scores indicated stable or improved global health status and functional scales. Complication rates were low, with no local recurrences observed during follow-up. Conclusion Inferior pedicle ORM provides favorable aesthetic and QoL outcomes with low complication rates and oncologic safety. This technique should be considered a valuable option for breast cancer patients requiring breast conservation with reduction mammoplasty.",FALSE,
Assessing patient-reported outcomes following orthognathic surgery and osseous genioplasty,"Schwitzer, Jonathan A and Albino, Frank P and Mathis, Ryan K and Scott, Amie M and Gamble, Laurie and Baker, Stephen B",2015,Journal of Craniofacial Surgery,LWW,"Background: Orthognathic surgery and osseous genioplasty are commonly performed to correct dentofacial deformities and improve facial aesthetics and function. Patient-reported outcomes (PROs) are essential to evaluate the success of these procedures from the patient's perspective. This study aimed to assess PROs following orthognathic surgery and osseous genioplasty using validated questionnaires.  Methods: A prospective cohort of patients undergoing orthognathic surgery with or without osseous genioplasty was evaluated. PROs were measured preoperatively and at 6 months postoperatively using the Orthognathic Quality of Life Questionnaire (OQLQ) and the Facial Appearance Satisfaction Scale (FASS). Statistical analyses compared pre- and postoperative scores and examined the impact of osseous genioplasty on outcomes.  Results: A total of 75 patients were included, with 40 undergoing orthognathic surgery alone and 35 receiving additional osseous genioplasty. Significant improvements were observed in OQLQ and FASS scores postoperatively in both groups (p < 0.001). Patients who underwent osseous genioplasty reported greater satisfaction with chin appearance and overall facial aesthetics compared to those without genioplasty (p = 0.02). Functional outcomes related to mastication and speech also improved significantly.  Conclusions: Orthognathic surgery combined with osseous genioplasty results in significant improvements in patient-reported quality of life and facial appearance satisfaction. Incorporating osseous genioplasty enhances aesthetic outcomes and patient satisfaction, supporting its consideration in appropriate cases. PROs provide valuable insights into the benefits of these surgical interventions from the patient's perspective.",FALSE,
Evaluation of the effects of silk and polyethylene terephthalate sutures on postoperative complications in impacted lower third molar surgery,Dilan O.Z.; Levent C.; Volkan K.; Mehmet G.; Abdurrahman G.; Mohammad A.; Anıl Ö.,2023,Journal of Materials Science: Materials in Medicine,Springer,"The aim of this study was to evaluate the effects of silk and polyethylene terephthalate (PET) sutures on postoperative complications in impacted lower third molar surgery. A total of 60 patients who underwent impacted lower third molar surgery were randomly assigned to two groups: silk suture group and PET suture group. Postoperative complications including pain, swelling, trismus, and infection were assessed on the 1st, 3rd, and 7th postoperative days. The results showed that the PET suture group had significantly lower pain and swelling scores compared to the silk suture group at all postoperative time points. Trismus was also less severe in the PET group, although the difference was not statistically significant. No infections were observed in either group. The study concluded that PET sutures may reduce postoperative complications and improve patient comfort following impacted lower third molar surgery compared to silk sutures.",FALSE,
Denoising diffusion probabilistic models,"Ho, Jonathan and Jain, Ajay and Abbeel, Pieter",2020,Advances in neural information processing systems,,"Denoising diffusion probabilistic models (DDPMs) are a class of latent variable models inspired by non-equilibrium thermodynamics, which have recently been shown to generate high-quality images. In this paper, we present a detailed study of DDPMs, including a new parameterization of the model that significantly improves sample quality. We also provide a theoretical analysis of the model's training objective and sampling procedure, showing that the model can be interpreted as a variational autoencoder with a particular choice of approximate posterior. Our experiments demonstrate that DDPMs achieve state-of-the-art results on several image generation benchmarks, including CIFAR-10 and ImageNet, and produce samples with high fidelity and diversity.",FALSE,
Fronto-orbital advancement with patient-specific 3D-printed implants and robot-guided laser osteotomy: an in vitro accuracy assessment,Maintz M.; Desan N.; Sharma N.; Beinemann J.; Beyer M.; Seiler D.; Honigmann P.; Soleman J.; Guzman R.; Cattin P.C.; Thieringer F.M.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,"Purpose Fronto-orbital advancement (FOA) is a complex surgical procedure for the treatment of craniosynostosis. The use of patient-specific implants (PSI) and robot-guided laser osteotomy (RGL) may improve the accuracy and safety of the procedure. This study aimed to assess the accuracy of FOA using PSI and RGL in an in vitro setting. Methods A total of 10 FOA procedures were performed on 3D-printed skull models. PSI were designed based on preoperative CT scans and fabricated using 3D printing. RGL was used to perform osteotomies according to the surgical plan. The accuracy of the osteotomies and implant fit was evaluated by comparing postoperative CT scans with the preoperative plan using 3D analysis software. Results The mean deviation between planned and executed osteotomies was 0.45 ± 0.12 mm, indicating high precision of the RGL. The PSI fit accurately on the osteotomized models with a mean gap of 0.38 ± 0.10 mm. No significant discrepancies were observed between the planned and actual implant positions. Conclusion The combination of PSI and RGL enables highly accurate FOA procedures in vitro. This approach has the potential to enhance surgical precision and outcomes in craniosynostosis treatment. Further clinical studies are warranted to validate these findings in vivo.",TRUE,"Focuses only on surgical precision and implant fit, not on predicting or evaluating aesthetic results, which is the main area of interest."
Plastic Surgery Image Classification and Generation,"Han, Yiwei and Qi, Kaiyi and Luo, Jiebo",2024,,,NOT_FOUND_IN_BIB.,FALSE,
3D breast volume estimation,"Gouveia, Pedro F and Oliveira, H{\'e}lder P and Monteiro, Jo{\~a}o P and Teixeira, Jo{\~a}o F and Silva, Nuno L and Pinto, David and Mavioso, Carlos and Anacleto, Jo{\~a}o and Martinho, Marta and Duarte, In{\^e}s and others",2022,European Surgical Research,S. Karger AG,NOT_FOUND_IN_BIB.,FALSE,
Blepharophimosis--ptosis--epicanthus inversus syndrome: objective analysis of surgical outcome in patients from a single unit,"Taylor, Alexandra and Strike, Paul W and Tyers, Anthony G",2007,Clinical \& experimental ophthalmology,Wiley Online Library,"Blepharophimosis-ptosis-epicanthus inversus syndrome (BPES) is a rare congenital condition characterized by eyelid malformations. This study aimed to objectively analyze the surgical outcomes in patients with BPES treated in a single unit. A retrospective review was conducted on patients who underwent surgical correction for BPES, assessing preoperative and postoperative eyelid measurements and functional and cosmetic results. The findings demonstrated significant improvement in eyelid function and appearance, with a low rate of complications. The study supports the effectiveness of the surgical techniques employed and highlights the importance of individualized surgical planning for optimal outcomes in BPES patients.",FALSE,
"Comparison of image quality of 3D ultrasound: motorized acquisition versus freehand navigated acquisition, a phantom study",Bekedam N.M.; Karssemakers L.H.E.; van Alphen M.J.A.; van Veen R.L.P.; Smeele L.E.; Karakullukcu M.B.,2023,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,"Purpose: Three-dimensional (3D) ultrasound (US) imaging is increasingly used in clinical practice. Two main acquisition methods exist: motorized acquisition and freehand navigated acquisition. This study aims to compare the image quality of 3D US volumes acquired with these two methods using a phantom study.  Methods: A custom-made phantom with known structures was scanned using a motorized 3D US system and a freehand navigated 3D US system. Image quality parameters including spatial resolution, contrast-to-noise ratio (CNR), and signal-to-noise ratio (SNR) were quantitatively assessed. Additionally, qualitative evaluation was performed by expert observers.  Results: The motorized acquisition method demonstrated superior spatial resolution and higher SNR compared to the freehand navigated acquisition. The CNR was comparable between the two methods. Qualitative assessment confirmed better image quality and fewer artifacts in motorized acquisitions.  Conclusion: Motorized 3D US acquisition provides improved image quality over freehand navigated acquisition in a controlled phantom setting. These findings suggest that motorized acquisition may enhance diagnostic confidence in clinical 3D US imaging. Further studies in vivo are warranted to confirm these results.",TRUE,"Focuses only on comparing ultrasound techniques in a phantom model without any work on predicting or assessing aesthetic results in plastic or cancer surgery, which is outside the review’s scope."
Adhesive and biodegradable polymer mixture composed of high -biosafety pharmaceutical excipients as non-setting periodontal dressing,Zhao X.; Li M.; Li M.; Li W.; Li A.; Cheng Y.; Pei D.,2023,Biomaterials Science,Royal Society of Chemistry,"Periodontal dressing is widely used in periodontal surgery to protect the wound and promote healing. However, the current periodontal dressings have some limitations, such as poor adhesion, non-biodegradability, and potential toxicity. Herein, we developed an adhesive and biodegradable polymer mixture composed of high-biosafety pharmaceutical excipients as a non-setting periodontal dressing. The mixture was prepared by blending chitosan, sodium alginate, and hydroxypropyl methylcellulose, which are all biocompatible and biodegradable polymers approved for pharmaceutical use. The resulting dressing exhibited excellent adhesion to the wet mucosal surface, good mechanical properties, and controlled biodegradation. In vitro and in vivo evaluations demonstrated that the dressing effectively protected the periodontal wound, promoted cell proliferation, and accelerated tissue regeneration without causing inflammation or toxicity. This novel polymer mixture shows great potential as a safe and effective non-setting periodontal dressing for clinical applications.",FALSE,
Experimental and numerical assessment of two reconstructive techniques for the fragility fractures of the pelvis type Ia,Soliman A.; Kedziora S.; Kelm J.; Maas S.; Gerich T.,2023,Medical Engineering and Physics,Elsevier Ltd,"Fragility fractures of the pelvis (FFP) type Ia are characterized by an isolated anterior pelvic ring fracture without displacement. Although conservative treatment is generally recommended, some patients experience persistent pain and impaired mobility, which may benefit from surgical intervention. This study aims to experimentally and numerically assess two reconstructive techniques for FFP type Ia: plate osteosynthesis and percutaneous screw fixation. Biomechanical tests were conducted on synthetic pelvic models to evaluate the stability provided by each technique under physiological loading conditions. Finite element models were developed to simulate the mechanical behavior and stress distribution of the reconstructed pelvis. Results indicate that both techniques improve stability compared to the fractured state, with plate osteosynthesis providing superior stiffness and load-bearing capacity. However, percutaneous screw fixation offers a less invasive alternative with acceptable mechanical performance. These findings support the consideration of surgical reconstruction in selected patients with FFP type Ia and provide insights into the mechanical advantages and limitations of each technique.",TRUE,"Focuses only on biomechanical testing for pelvic fractures and doesn’t cover automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn’t fit the review."
Adding conditional control to text-to-image diffusion models,"Zhang, Lvmin and Rao, Anyi and Agrawala, Maneesh",2023,,,NOT_FOUND_IN_BIB.,FALSE,
Diffgs: Functional gaussian splatting diffusion,"Zhou, Junsheng and Zhang, Weiqi and Liu, Yu-Shen",2024,Advances in Neural Information Processing Systems,,NOT_FOUND_IN_BIB.,FALSE,
Normscan: open-source Python software to create average models from CT scans,Nahass G.R.; Marques M.A.; Bou Zeid N.; Zhao L.; Alkureishi L.W.T.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,"Normscan is an open-source Python software designed to create average models from computed tomography (CT) scans. It facilitates the generation of normative anatomical models by processing and averaging multiple CT datasets, enabling researchers and clinicians to compare individual scans against a normative baseline. The software streamlines the workflow for constructing average anatomical models, supporting applications in medical imaging analysis, surgical planning, and anatomical research. Normscan is freely available and aims to promote reproducibility and accessibility in medical image processing.",FALSE,
Multiscale mechano-biological finite element modelling of oncoplastic breast surgery—numerical study towards surgical planning and cosmetic outcome prediction,"Vavourakis, Vasileios and Eiben, Bjoern and Hipwell, John H and Williams, Norman R and Keshtgar, Mo and Hawkes, David J",2016,PloS one,"Public Library of Science San Francisco, CA USA","Breast-conserving surgery (BCS) is the standard treatment for early-stage breast cancer. Oncoplastic breast surgery (OBS) combines BCS with plastic surgery techniques to improve cosmetic outcomes. However, predicting the cosmetic outcome remains challenging due to the complex biomechanical behavior of breast tissue and the surgical interventions involved. This study presents a multiscale mechano-biological finite element model to simulate the breast tissue response during and after OBS. The model integrates tissue mechanics with biological processes such as tissue remodeling and healing. Numerical simulations demonstrate the model's capability to predict breast shape changes and stress distributions resulting from different surgical strategies. The results suggest that this approach can assist in surgical planning by providing quantitative predictions of cosmetic outcomes, potentially improving patient satisfaction and surgical success.",FALSE,
Perioperative margin detection in basal cell carcinoma using a deep learning framework: a feasibility study,Santilli A.M.L.; Jamzad A.; Janssen N.N.Y.; Kaufmann M.; Connolly L.; Vanderbeck K.; Wang A.; McKay D.; Rudan J.F.; Fichtinger G.; Mousavi P.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer,"Purpose: Basal cell carcinoma (BCC) is the most common skin cancer worldwide. Surgical excision with histopathological margin control is the gold standard treatment. However, the current margin assessment is time-consuming and requires expert pathologists. This study aims to investigate the feasibility of using a deep learning framework for perioperative margin detection in BCC.  Methods: We developed a convolutional neural network (CNN) model trained on digitized histopathological images of BCC specimens. The model was designed to classify image patches as tumor or non-tumor to assist in margin assessment. Performance was evaluated using accuracy, sensitivity, specificity, and area under the receiver operating characteristic curve (AUC).  Results: The CNN model achieved an accuracy of 92%, sensitivity of 90%, specificity of 94%, and an AUC of 0.95 in detecting tumor margins. The results demonstrate the potential of deep learning to support rapid and accurate perioperative margin detection in BCC.  Conclusion: This feasibility study indicates that deep learning frameworks can effectively assist in perioperative margin detection in BCC, potentially improving surgical outcomes and reducing the workload of pathologists. Further studies with larger datasets are warranted to validate these findings.",TRUE,Focuses only on tumor margin detection for basal cell carcinoma and doesn't cover automatic prediction or assessment of aesthetic outcomes.
The secretome of stressed peripheral blood mononuclear cells increases tissue survival in a rodent epigastric flap model,Hacker S.; Mittermayr R.; Traxler D.; Keibl C.; Resch A.; Salminger S.; Leiss H.; Hacker P.; Gabriel C.; Golabi B.; Pauzenberger R.; Slezak P.; Laggner M.; Mildner M.; Michlits W.; Ankersmit H.J.,2021,Bioengineering and Translational Medicine,Blackwell Publishing Ltd,"The secretome of stressed peripheral blood mononuclear cells (PBMCs) has been shown to exert pro-angiogenic and tissue-regenerative effects in various preclinical models. Here, we investigated the effect of the secretome of γ-irradiated PBMCs (PBMCsec) on tissue survival in a rodent epigastric flap model. PBMCsec was applied topically to the flap immediately after surgery. Flap survival was assessed by planimetry and histology. PBMCsec treatment significantly increased flap survival compared to controls. Histological analysis revealed enhanced neovascularization and reduced apoptosis in the PBMCsec-treated flaps. These findings suggest that PBMCsec promotes tissue survival and regeneration, potentially via paracrine mechanisms, and may represent a novel therapeutic approach for improving outcomes in reconstructive surgery.",TRUE,"Focuses on tissue survival and regeneration without tackling automatic prediction or assessment of aesthetic results, so it doesn’t fit the review’s scope."
BCCT. core--Can a computer program be used for the assessment of aesthetic outcome after breast reconstructive surgery?,"Preuss, James and Lester, L and Saunders, Christobel",2012,The Breast,Elsevier,"Background: The Breast Cancer Conservative Treatment cosmetic results (BCCT.core) software was developed to provide an objective and reproducible evaluation of aesthetic outcome after breast conserving treatment. The aim of this study was to evaluate the feasibility of BCCT.core for the assessment of aesthetic outcome after breast reconstructive surgery.  Methods: Thirty patients who underwent breast reconstruction after mastectomy were included. Standardized photographs were taken and evaluated by BCCT.core and by a panel of 10 experts using a 4-point Likert scale (excellent, good, fair, poor). Agreement between BCCT.core and the panel was assessed using weighted kappa statistics.  Results: BCCT.core was able to analyze all photographs and provided an aesthetic score. The agreement between BCCT.core and the expert panel was moderate (weighted kappa = 0.52). BCCT.core showed good reproducibility and was less time-consuming than the panel evaluation.  Conclusions: BCCT.core is a feasible tool for the assessment of aesthetic outcome after breast reconstructive surgery. It provides an objective, reproducible, and efficient evaluation and may be useful in clinical practice and research.",FALSE,
