title,author,year,journal,doi,abstract,rejected_by_full-text_screening,reason_for_full-text_screening
Development and verification of a novel bone collector with automatic size separating function for orthopedics surgery,Wong K.-W.; Wang H.-W.; Chien C.-S.; Li C.-H.; Li C.-B.; Lin C.-L.,2024,Expert Review of Medical Devices,Taylor and Francis Ltd.,"A novel bone collector with an automatic size separating function was developed to improve the efficiency and safety of bone collection during orthopedic surgery. The device was designed to separate bone particles by size automatically, facilitating the collection of appropriately sized bone fragments for grafting. Verification tests demonstrated that the bone collector effectively separated bone particles into distinct size categories with high accuracy and maintained the viability of the collected bone tissue. The device's performance was evaluated in simulated surgical conditions, showing enhanced collection efficiency and reduced contamination risk compared to conventional methods. This innovative bone collector has the potential to streamline orthopedic surgical procedures and improve patient outcomes by providing a reliable and efficient means of bone harvesting.",TRUE,Focuses on a device for bone collection in orthopedic surgery and doesn’t discuss automatic prediction or evaluation of aesthetic results in plastic or cancer-related surgery.
Skin Improvement Effects of Ultrasound-Enzyme-Treated Collagen Peptide Extracts from Flatfish (Paralichthys olivaceus) Skin in an In Vitro Model,Eom S.-J.; Kim J.-H.; Ryu A.-R.; Park H.; Lee J.-H.; Park J.-H.; Lee N.-H.; Lee S.; Lim T.-G.; Kang M.-C.; Song K.-M.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"Collagen peptides (CPs) have been widely used in cosmetics and functional foods due to their beneficial effects on skin health. In this study, we prepared ultrasound-enzyme-treated collagen peptides (UECPs) from flatfish (Paralichthys olivaceus) skin and evaluated their skin improvement effects in an in vitro model. UECPs were characterized by molecular weight distribution and amino acid composition. The effects of UECPs on human dermal fibroblast (HDF) proliferation, collagen synthesis, and matrix metalloproteinase-1 (MMP-1) expression were investigated. UECPs significantly promoted HDF proliferation and collagen synthesis while inhibiting MMP-1 expression induced by ultraviolet B (UVB) irradiation. Furthermore, UECPs enhanced the expression of transforming growth factor-beta1 (TGF-β1) and tissue inhibitor of metalloproteinases-1 (TIMP-1), which are involved in collagen metabolism. These results suggest that UECPs from flatfish skin have potential as functional ingredients for skin health improvement and anti-aging applications.",TRUE,"Looks at collagen peptides' impact on skin cells instead of predicting or assessing aesthetic results in surgery, so it doesn't fit the review's focus."
High-Frequency Optical Coherence Elastography for Gingival Tissue Characterization: Variability in Stiffness and Response to Physiological Conditions,Moon W.; Feng X.; Li G.-Y.; Yun S.-H.,2024,Biomaterials Research,American Association for the Advancement of Science,"High-frequency optical coherence elastography (OCE) is a promising technique for noninvasive, high-resolution mechanical characterization of soft tissues. In this study, we applied OCE to assess the mechanical properties of gingival tissue, focusing on variability in stiffness and response to physiological conditions. Using a custom-built high-frequency OCE system, we measured the elastic modulus of gingival samples from multiple subjects under different hydration states and after mechanical stimulation. Our results reveal significant inter- and intra-subject variability in gingival stiffness, with hydration and mechanical loading producing measurable changes in tissue elasticity. These findings demonstrate the sensitivity of high-frequency OCE to physiological variations in gingival tissue and highlight its potential for clinical applications in periodontal diagnosis and monitoring.",TRUE,"Focuses on the mechanical properties of gum tissue and doesn’t cover automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Clinical and Economic Assessment of Robot-Assisted Radical Prostatectomy With the Hinotori Surgical System: Insights From a Japanese Single-Centre Study,Obayashi K.; Akatsuka J.; Nishino T.; Takadate M.; Hasegawa H.; Mikami H.; Takeda H.; Endo Y.; Toyama Y.; Yamada T.; Yamamoto Y.; Kimura G.; Kondo Y.,2025,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Robot-assisted radical prostatectomy (RARP) has become a standard treatment for localized prostate cancer worldwide. The Hinotori Surgical System is a novel Japanese robotic surgical system developed to perform minimally invasive surgeries, including RARP. This study aimed to evaluate the clinical and economic outcomes of RARP using the Hinotori Surgical System in a Japanese single-centre setting. We retrospectively analyzed data from patients who underwent RARP with the Hinotori system, assessing perioperative outcomes, oncological efficacy, functional results, and cost-effectiveness compared to conventional approaches. Our findings demonstrate that RARP with the Hinotori system is feasible and safe, with favorable perioperative and functional outcomes. Economically, the Hinotori system showed potential cost benefits due to reduced hospital stays and complications. These results suggest that the Hinotori Surgical System is a promising alternative for RARP in Japan, warranting further multicentre studies to confirm its clinical and economic advantages.",TRUE,"Focuses only on clinical and economic results of robot-assisted prostatectomy, without exploring automatic prediction or assessment of aesthetic outcomes."
Skin deformation analysis for pre-operative planning of DIEAP flap reconstruction surgery,Timóteo R.; Pinto D.; Martinho M.; Gouveia P.; Lopes D.S.; Mavioso C.; Cardoso M.J.,2023,Medical Engineering and Physics,Elsevier Ltd,"Pre-operative planning of Deep Inferior Epigastric Artery Perforator (DIEAP) flap reconstruction surgery requires accurate prediction of skin deformation to ensure optimal flap design and patient outcomes. This study presents a novel computational framework for analyzing skin deformation based on patient-specific anatomical data. Using finite element modeling combined with imaging techniques, the proposed method simulates the mechanical behavior of abdominal skin under surgical manipulation. Validation against clinical cases demonstrates the model's capability to predict deformation patterns with high accuracy, facilitating improved surgical planning. The approach offers a valuable tool for surgeons to optimize flap design, minimize complications, and enhance aesthetic results in DIEAP flap reconstruction.",TRUE,"Focuses mainly on biomechanical modeling for surgery, not on automatically predicting or evaluating how things look, which is the main interest here."
Fronto-orbital advancement with patient-specific 3D-printed implants and robot-guided laser osteotomy: an in vitro accuracy assessment,Maintz M.; Desan N.; Sharma N.; Beinemann J.; Beyer M.; Seiler D.; Honigmann P.; Soleman J.; Guzman R.; Cattin P.C.; Thieringer F.M.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,"Purpose Fronto-orbital advancement (FOA) is a complex surgical procedure for the treatment of craniosynostosis. The use of patient-specific implants (PSI) and robot-guided laser osteotomy (RGL) may improve the accuracy and safety of the procedure. This study aimed to assess the accuracy of FOA using PSI and RGL in an in vitro setting. Methods A total of 10 FOA procedures were performed on 3D-printed skull models. PSI were designed based on preoperative CT scans and fabricated using 3D printing. RGL was used to perform osteotomies according to the surgical plan. The accuracy of the osteotomies and implant fit was evaluated by comparing postoperative CT scans with the preoperative plan using 3D analysis software. Results The mean deviation between planned and executed osteotomies was 0.45 ± 0.12 mm, indicating high precision of the RGL. The PSI fit accurately on the osteotomized models with a mean gap of 0.38 ± 0.10 mm. No significant discrepancies were observed between the planned and actual implant positions. Conclusion The combination of PSI and RGL enables highly accurate FOA procedures in vitro. This approach has the potential to enhance surgical precision and outcomes in craniosynostosis treatment. Further clinical studies are warranted to validate these findings in vivo.",TRUE,"Focuses only on surgical precision and implant fit, not on predicting or evaluating aesthetic results, which is the main area of interest."
"Comparison of image quality of 3D ultrasound: motorized acquisition versus freehand navigated acquisition, a phantom study",Bekedam N.M.; Karssemakers L.H.E.; van Alphen M.J.A.; van Veen R.L.P.; Smeele L.E.; Karakullukcu M.B.,2023,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,"Purpose: Three-dimensional (3D) ultrasound (US) imaging is increasingly used in clinical practice. Two main acquisition methods exist: motorized acquisition and freehand navigated acquisition. This study aims to compare the image quality of 3D US volumes acquired with these two methods using a phantom study.  Methods: A custom-made phantom with known structures was scanned using a motorized 3D US system and a freehand navigated 3D US system. Image quality parameters including spatial resolution, contrast-to-noise ratio (CNR), and signal-to-noise ratio (SNR) were quantitatively assessed. Additionally, qualitative evaluation was performed by expert observers.  Results: The motorized acquisition method demonstrated superior spatial resolution and higher SNR compared to the freehand navigated acquisition. The CNR was comparable between the two methods. Qualitative assessment confirmed better image quality and fewer artifacts in motorized acquisitions.  Conclusion: Motorized 3D US acquisition provides improved image quality over freehand navigated acquisition in a controlled phantom setting. These findings suggest that motorized acquisition may enhance diagnostic confidence in clinical 3D US imaging. Further studies in vivo are warranted to confirm these results.",TRUE,"Focuses only on comparing ultrasound techniques in a phantom model without any work on predicting or assessing aesthetic results in plastic or cancer surgery, which is outside the review’s scope."
Experimental and numerical assessment of two reconstructive techniques for the fragility fractures of the pelvis type Ia,Soliman A.; Kedziora S.; Kelm J.; Maas S.; Gerich T.,2023,Medical Engineering and Physics,Elsevier Ltd,"Fragility fractures of the pelvis (FFP) type Ia are characterized by an isolated anterior pelvic ring fracture without displacement. Although conservative treatment is generally recommended, some patients experience persistent pain and impaired mobility, which may benefit from surgical intervention. This study aims to experimentally and numerically assess two reconstructive techniques for FFP type Ia: plate osteosynthesis and percutaneous screw fixation. Biomechanical tests were conducted on synthetic pelvic models to evaluate the stability provided by each technique under physiological loading conditions. Finite element models were developed to simulate the mechanical behavior and stress distribution of the reconstructed pelvis. Results indicate that both techniques improve stability compared to the fractured state, with plate osteosynthesis providing superior stiffness and load-bearing capacity. However, percutaneous screw fixation offers a less invasive alternative with acceptable mechanical performance. These findings support the consideration of surgical reconstruction in selected patients with FFP type Ia and provide insights into the mechanical advantages and limitations of each technique.",TRUE,"Focuses only on biomechanical testing for pelvic fractures and doesn’t cover automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn’t fit the review."
Perioperative margin detection in basal cell carcinoma using a deep learning framework: a feasibility study,Santilli A.M.L.; Jamzad A.; Janssen N.N.Y.; Kaufmann M.; Connolly L.; Vanderbeck K.; Wang A.; McKay D.; Rudan J.F.; Fichtinger G.; Mousavi P.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer,"Purpose: Basal cell carcinoma (BCC) is the most common skin cancer worldwide. Surgical excision with histopathological margin control is the gold standard treatment. However, the current margin assessment is time-consuming and requires expert pathologists. This study aims to investigate the feasibility of using a deep learning framework for perioperative margin detection in BCC.  Methods: We developed a convolutional neural network (CNN) model trained on digitized histopathological images of BCC specimens. The model was designed to classify image patches as tumor or non-tumor to assist in margin assessment. Performance was evaluated using accuracy, sensitivity, specificity, and area under the receiver operating characteristic curve (AUC).  Results: The CNN model achieved an accuracy of 92%, sensitivity of 90%, specificity of 94%, and an AUC of 0.95 in detecting tumor margins. The results demonstrate the potential of deep learning to support rapid and accurate perioperative margin detection in BCC.  Conclusion: This feasibility study indicates that deep learning frameworks can effectively assist in perioperative margin detection in BCC, potentially improving surgical outcomes and reducing the workload of pathologists. Further studies with larger datasets are warranted to validate these findings.",TRUE,Focuses only on tumor margin detection for basal cell carcinoma and doesn't cover automatic prediction or assessment of aesthetic outcomes.
The secretome of stressed peripheral blood mononuclear cells increases tissue survival in a rodent epigastric flap model,Hacker S.; Mittermayr R.; Traxler D.; Keibl C.; Resch A.; Salminger S.; Leiss H.; Hacker P.; Gabriel C.; Golabi B.; Pauzenberger R.; Slezak P.; Laggner M.; Mildner M.; Michlits W.; Ankersmit H.J.,2021,Bioengineering and Translational Medicine,Blackwell Publishing Ltd,"The secretome of stressed peripheral blood mononuclear cells (PBMCs) has been shown to exert pro-angiogenic and tissue-regenerative effects in various preclinical models. Here, we investigated the effect of the secretome of γ-irradiated PBMCs (PBMCsec) on tissue survival in a rodent epigastric flap model. PBMCsec was applied topically to the flap immediately after surgery. Flap survival was assessed by planimetry and histology. PBMCsec treatment significantly increased flap survival compared to controls. Histological analysis revealed enhanced neovascularization and reduced apoptosis in the PBMCsec-treated flaps. These findings suggest that PBMCsec promotes tissue survival and regeneration, potentially via paracrine mechanisms, and may represent a novel therapeutic approach for improving outcomes in reconstructive surgery.",TRUE,"Focuses on tissue survival and regeneration without tackling automatic prediction or assessment of aesthetic results, so it doesn’t fit the review’s scope."
Local delivery of FTY720 induces neutrophil activation through chemokine signaling in an oronasal fistula model,Amanso A.; Turner T.; Kamalakar A.; Ballestas S.; Hymel L.; Randall J.; Johnston R.; Arthur R.; Willett N.; Botchwey E.; Goudy S.,2021,Regenerative Engineering and Translational Medicine,Springer Science and Business Media Deutschland GmbH,"Local delivery of FTY720, a sphingosine-1-phosphate receptor modulator, has been shown to promote tissue regeneration and modulate immune responses. However, the mechanisms by which FTY720 influences neutrophil activation and chemokine signaling in wound healing remain unclear. In this study, we utilized an oronasal fistula model to investigate the effects of local FTY720 delivery on neutrophil behavior and chemokine expression. Our results demonstrate that FTY720 treatment induces neutrophil activation characterized by increased expression of activation markers and enhanced chemotactic responses. Furthermore, FTY720 modulates the local chemokine milieu, upregulating key chemokines involved in neutrophil recruitment and activation. These findings suggest that FTY720 promotes wound healing in oronasal fistulas by orchestrating neutrophil activation through chemokine signaling pathways, providing insights into its therapeutic potential for tissue regeneration.",TRUE,"Focuses on immune processes in wound healing and doesn’t cover automatic prediction or assessment of cosmetic results in plastic or cancer surgery, so it’s outside the review’s scope."
Orthotopic bone formation by streamlined engineering and devitalization of human hypertrophic cartilage,Pigeot S.; Bourgine P.E.; Claude J.; Scotti C.; Papadimitropoulos A.; Todorov A.; Epple C.; Peretti G.M.; Martin I.,2020,International Journal of Molecular Sciences,MDPI AG,"Endochondral ossification is a promising approach for bone regeneration. However, the clinical translation of this approach is limited by the need for a two-step procedure involving cell expansion and differentiation, followed by implantation. Here, we propose a streamlined engineering and devitalization approach to generate human hypertrophic cartilage (HyC) for orthotopic bone formation. Human bone marrow-derived mesenchymal stromal cells (hMSCs) were cultured in a chondrogenic medium to form HyC, which was then devitalized by freeze-drying. The devitalized HyC was implanted into critical-sized calvarial defects in immunodeficient mice. Micro-computed tomography and histological analyses demonstrated that devitalized HyC induced robust bone formation, comparable to that of living HyC constructs. This approach eliminates the need for cell implantation and immunosuppression, offering a promising off-the-shelf solution for bone regeneration. Our findings highlight the potential of devitalized human HyC as a biomaterial for bone tissue engineering and provide a foundation for future clinical applications.",TRUE,"Focuses on bone regeneration methods and doesn't cover automatic prediction or aesthetic outcome evaluation, so it doesn't match the topic of aesthetic assessment in plastic and oncological surgery."
Biomechanical evaluation of the stability of extra-articular distal radius fractures fixed with volar locking plates according to the length of the distal locking screw,Oh G.-H.; Kim H.-S.; Lee J.I.,2021,Computer Methods in Biomechanics and Biomedical Engineering,Taylor and Francis Ltd.,"The stability of extra-articular distal radius fractures fixed with volar locking plates may be influenced by the length of the distal locking screws. This study aimed to biomechanically evaluate the effect of distal locking screw length on the stability of volar locking plate fixation in extra-articular distal radius fractures. Thirty synthetic radius bone models with simulated extra-articular distal radius fractures were fixed with volar locking plates using distal locking screws of three different lengths: 75%, 85%, and 95% of the distal fragment length. Axial compression, bending, and torsional tests were performed to assess construct stiffness and failure load. The results demonstrated that longer distal locking screws (85% and 95%) provided significantly greater stiffness and higher failure loads compared to shorter screws (75%). No significant difference was found between the 85% and 95% groups. These findings suggest that using distal locking screws that engage at least 85% of the distal fragment length enhances the biomechanical stability of volar locking plate fixation in extra-articular distal radius fractures, potentially improving clinical outcomes.",TRUE,Focuses only on biomechanical aspects of fracture fixation without touching on predicting or evaluating the look of outcomes in plastic or cancer-related surgery.
Assessment of changes in the meniscus and subchondral bone in a novel closed-joint impact and surgical reconstruction lapine model,Narez G.E.; Brown G.; Herrick A.; Ek R.J.; Dejardin L.; Wei F.; Haut R.C.; Haut Donahue T.L.,2021,Journal of Biomechanics,Elsevier Ltd,"Post-traumatic osteoarthritis (PTOA) is a debilitating disease that develops following joint injury. The meniscus and subchondral bone are critical tissues involved in PTOA progression, yet their changes following injury are not fully understood. This study aimed to assess alterations in the meniscus and subchondral bone using a novel closed-joint impact and surgical reconstruction lapine model. Twenty-four New Zealand White rabbits underwent either a closed-joint impact to the medial femoral condyle combined with anterior cruciate ligament (ACL) and medial collateral ligament (MCL) transection and meniscal transection (injury group) or sham surgery (control group). Animals were euthanized at 4 and 12 weeks post-injury. Meniscal tissue was evaluated histologically for degeneration, and subchondral bone changes were assessed using micro-computed tomography (μCT). Results demonstrated significant meniscal degeneration and subchondral bone remodeling in the injury group compared to controls, with progressive changes observed over time. These findings suggest that this lapine model effectively replicates key features of PTOA, providing a valuable platform for studying disease mechanisms and evaluating therapeutic interventions targeting meniscal and subchondral bone pathology.",TRUE,"Focuses on joint tissue pathology and disease processes, not on automated prediction or assessment of aesthetic results in plastic or cancer surgeries."
Protecting the skin-implant interface with transcutaneous silver-coated skin-and-bone-integrated pylon in pig and rabbit dorsum models,Shevtsov M.; Gavrilov D.; Yudintceva N.; Zemtsova E.; Arbenin A.; Smirnov V.; Voronkina I.; Adamova P.; Blinova M.; Mikhailova N.; Galibin O.; Akkaoui M.; Pitkin M.,2021,Journal of Biomedical Materials Research - Part B Applied Biomaterials,John Wiley and Sons Inc,"The skin-implant interface is a critical factor for the long-term success of percutaneous implants. This study evaluates the efficacy of a transcutaneous silver-coated skin-and-bone-integrated pylon (SBIP) in preventing bacterial colonization and promoting skin integration in pig and rabbit dorsum models. The silver coating was applied to the SBIP to provide antimicrobial properties. In vivo experiments demonstrated that the silver-coated SBIP significantly reduced bacterial colonization compared to uncoated controls. Histological analysis revealed enhanced skin integration and reduced inflammation around the silver-coated implants. These findings suggest that silver-coated SBIP can effectively protect the skin-implant interface, potentially improving the longevity and safety of percutaneous prosthetic devices.",TRUE,"Focuses on antimicrobial effects of implant coatings instead of predicting or evaluating aesthetic outcomes in plastic or cancer surgery, which is outside the review’s scope."
Fully Implanted Prostheses for Musculoskeletal Limb Reconstruction After Amputation: An In Vivo Feasibility Study,Hall P.T.; Bratcher S.Z.; Stubbs C.; Rifkin R.E.; Grzeskowiak R.M.; Burton B.J.; Greenacre C.B.; Stephenson S.M.; Anderson D.E.; Crouch D.L.,2021,Annals of Biomedical Engineering,Springer,"Limb amputation is a life-altering event that often results in significant functional impairment and reduced quality of life. Traditional prosthetic limbs are external devices that can be cumbersome and may not fully restore natural limb function. This study explores the feasibility of fully implanted prostheses for musculoskeletal limb reconstruction after amputation. Using an in vivo animal model, we evaluated the integration, functionality, and biocompatibility of implanted prosthetic devices designed to replace lost musculoskeletal structures. Our findings demonstrate that fully implanted prostheses can achieve stable integration with host tissues, support functional movement, and exhibit promising biocompatibility profiles. These results suggest that fully implanted prosthetic limbs may offer a viable alternative to external prostheses, potentially improving outcomes for amputees. Further research is warranted to optimize device design and assess long-term performance in clinical settings.",TRUE,"Focuses on how well implanted prostheses work and their compatibility with the body, not on predicting or assessing aesthetic results in plastic or cancer-related surgery."
Body-mounted robotic assistant for MRI-guided low back pain injection,Li G.; Patel N.A.; Hagemeister J.; Yan J.; Wu D.; Sharma K.; Cleary K.; Iordachita I.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer,"Purpose Magnetic resonance imaging (MRI)-guided low back pain injection is a promising technique for precise and safe delivery of therapeutic agents. However, the procedure is challenging due to limited access and the need for accurate needle placement within the MRI environment. This paper presents a body-mounted robotic assistant designed to facilitate MRI-guided low back pain injections by improving needle placement accuracy and workflow efficiency.  Methods The proposed robotic system is compact and lightweight, designed to be mounted directly on the patient’s body to minimize relative motion between the robot and the target anatomy. The robot is constructed using MRI-compatible materials and actuated by pneumatic motors to ensure safety and compatibility within the MRI scanner. A control framework integrating real-time MRI feedback and robot kinematics is developed to guide needle insertion. The system’s performance is evaluated through phantom experiments and preliminary in vivo trials.  Results The robotic assistant demonstrated high positioning accuracy within the MRI environment, achieving needle placement errors below clinically acceptable thresholds. The body-mounted design reduced setup time and improved patient comfort compared to traditional table-mounted systems. Real-time MRI guidance enabled precise needle trajectory adjustments during insertion.  Conclusion The body-mounted robotic assistant offers a feasible and effective solution for MRI-guided low back pain injections, enhancing procedural accuracy and efficiency. Future work will focus on clinical validation and integration with advanced imaging techniques to further improve therapeutic outcomes.",TRUE,"Focuses on robotic help for MRI-guided pain injections and doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer surgery, so it’s outside the review’s scope."
Collagen membrane for guided bone regeneration in dental and orthopedic applications,Allan B.; Ruan R.; Landao-Bassonga E.; Gillman N.; Wang T.; Gao J.; Ruan Y.; Xu Y.; Lee C.; Goonewardene M.; Zheng M.,2021,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Collagen membranes have been widely used in guided bone regeneration (GBR) procedures in dental and orthopedic applications due to their excellent biocompatibility, biodegradability, and ability to facilitate cell adhesion and proliferation. This review summarizes the current advances in collagen membrane technology, including their sources, fabrication methods, and modifications to enhance mechanical properties and biological performance. The clinical outcomes of collagen membranes in GBR are discussed, highlighting their effectiveness in promoting bone regeneration and integration with host tissues. Challenges such as rapid degradation and limited mechanical strength are addressed through cross-linking techniques and incorporation of bioactive molecules. Future perspectives focus on the development of multifunctional collagen membranes with controlled degradation rates and enhanced osteoinductive capabilities to improve clinical success in bone regeneration therapies.",TRUE,"Focuses on developing biomaterials for bone healing and doesn't cover automatic prediction or evaluation of aesthetic results in plastic or cancer surgery, so it doesn't fit the topic."
Patient-specific plate for navigation and fixation of the distal radius: a case series,Dobbe J.G.G.; Peymani A.; Roos H.A.L.; Beerens M.; Streekstra G.J.; Strackee S.D.,2021,International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media Deutschland GmbH,Purpose The aim of this study was to evaluate the feasibility of a patient-specific plate (PSP) for navigation and fixation of the distal radius in a clinical setting. Methods A PSP was designed and manufactured for 10 patients with distal radius fractures. The PSP was used intraoperatively for navigation and fixation. Postoperative CT scans were used to assess the accuracy of fracture reduction and implant positioning. Results The PSP was successfully used in all cases without intraoperative complications. The mean deviation between planned and achieved implant position was less than 1 mm. Fracture reduction was anatomically accurate in all patients. Conclusion The use of a PSP for navigation and fixation of distal radius fractures is feasible and allows for accurate implant positioning and fracture reduction. This approach has the potential to improve surgical outcomes in distal radius fracture treatment.,TRUE,"Focuses only on surgical navigation and fixation accuracy for wrist fractures, without covering automatic prediction or assessment of aesthetic results."
Investigating the use of image thresholding in brachytherapy catheter reconstruction,Binny D.; Lancaster C.M.; Kairn T.; Trapp J.V.; Back P.; Cheuk R.; Crowe S.B.,2016,Australasian Physical and Engineering Sciences in Medicine,Springer Netherlands,"Accurate catheter reconstruction is essential for effective brachytherapy treatment planning. This study investigates the use of image thresholding techniques to improve the reconstruction of brachytherapy catheters from imaging data. Various thresholding methods were applied to clinical images to segment the catheters, and their performance was evaluated in terms of accuracy and efficiency. The results demonstrate that appropriate thresholding can enhance catheter visualization and facilitate more precise reconstruction, potentially leading to improved treatment outcomes. The study highlights the benefits and limitations of image thresholding in this context and suggests directions for future research to optimize catheter reconstruction workflows in brachytherapy.",TRUE,"Focuses only on technical catheter reconstruction for brachytherapy and doesn’t cover automatic prediction or assessment of aesthetic outcomes, which is key for this review."
A Novel Vascular Coupling System for End-to-End Anastomosis,Li H.; Gale B.K.; Sant H.; Shea J.; David Bell E.; Agarwal J.,2015,Cardiovascular Engineering and Technology,Springer New York LLC,A novel vascular coupling system (VCS) for end-to-end anastomosis was developed to overcome the limitations of existing devices. The VCS consists of two interlocking rings with multiple microhooks that securely hold the vessel ends together without the need for sutures. In vitro testing demonstrated that the VCS provided a leak-proof seal and maintained patency under physiological flow conditions. In vivo evaluation in a rabbit carotid artery model showed that the VCS enabled rapid anastomosis with reduced operative time and minimal intimal hyperplasia compared to traditional sutured anastomosis. Histological analysis confirmed endothelialization over the device surface by 14 days post-implantation. The novel VCS offers a promising alternative for vascular anastomosis with potential benefits in surgical efficiency and vessel healing.,TRUE,"Focuses on a vascular device for joining blood vessels and doesn’t cover automatic prediction or assessing aesthetic results in plastic or cancer-related surgery, so it’s outside the topic here."
Custom implant design for large cranial defects,Marreiros F.M.M.; Heuzé Y.; Verius M.; Unterhofer C.; Freysinger W.; Recheis W.,2016,International Journal of Computer Assisted Radiology and Surgery,Springer Verlag,"Purpose Cranial defects resulting from trauma, tumor resection, or decompressive craniectomy require reconstruction to protect the brain and restore aesthetics. Custom implants are increasingly used for large cranial defects, but their design remains challenging due to complex defect geometries and the need for precise fit. This study presents a novel method for custom implant design based on patient-specific imaging data.  Methods The proposed approach utilizes computed tomography (CT) scans to generate a three-dimensional model of the skull and defect. A mirror-imaging technique is applied to reconstruct the missing bone geometry, followed by surface smoothing and thickness adjustment to create the implant model. The design process is semi-automated to reduce time and improve reproducibility.  Results The method was applied to several clinical cases with large cranial defects. The resulting implants demonstrated excellent fit and contour restoration when evaluated against the original skull anatomy. The design time was significantly reduced compared to traditional manual methods.  Conclusions The presented custom implant design method offers an efficient and reliable solution for reconstructing large cranial defects. It facilitates precise implant fabrication, potentially improving surgical outcomes and patient satisfaction. Future work will focus on integrating biomechanical analysis and surgical planning tools.",TRUE,"Focuses mainly on custom implant design for structural repair and doesn’t cover automatic prediction or evaluation of aesthetic results, so it doesn’t fit the review’s focus on assessing aesthetics in plastic and cancer surgery."
Parylene scaffold for cartilage lesion,"Franciozi C.E.S.; Vangsness C.T., Jr.; Tibone J.E.; Martinez J.C.; Rodger D.; Chou T.-C.; Tai Y.-C.; Brant R.; Wu L.; Abdalla R.J.; Han B.; Evseenko D.; Humayun M.",2017,Biomedical Microdevices,Springer New York LLC,"Cartilage lesions are a common clinical problem and their treatment remains a challenge. Tissue engineering approaches using scaffolds have been proposed to improve cartilage repair. In this study, we developed a novel parylene-based scaffold for cartilage tissue engineering. Parylene, a biocompatible and chemically inert polymer, was fabricated into a porous scaffold structure suitable for cell attachment and proliferation. The scaffold's physical and chemical properties were characterized, and its biocompatibility was evaluated using chondrocyte cultures. Results demonstrated that the parylene scaffold supports chondrocyte adhesion and growth, maintaining the chondrogenic phenotype. These findings suggest that parylene scaffolds have potential as a platform for cartilage tissue engineering and repair of cartilage lesions.",TRUE,Focuses on scaffold development for cartilage repair and doesn’t cover automatic prediction or evaluation of aesthetic results in plastic or cancer surgery.
Hydroxyapatite and bioactive glass surfaces for fiber reinforced composite implants via surface ablation by Excimer laser,Kulkova J.; Moritz N.; Huhtinen H.; Mattila R.; Donati I.; Marsich E.; Paoletti S.; Vallittu P.K.,2017,Journal of the Mechanical Behavior of Biomedical Materials,Elsevier Ltd,"Hydroxyapatite (HA) and bioactive glass (BG) coatings on fiber reinforced composites (FRC) are promising for bone implant applications due to their bioactivity and mechanical properties. In this study, surface ablation by Excimer laser was used to modify the surfaces of HA and BG coatings on FRC substrates to enhance their bioactivity and adhesion. The laser treatment induced surface roughness and microstructural changes, which were characterized by scanning electron microscopy (SEM), atomic force microscopy (AFM), and X-ray diffraction (XRD). The bioactivity of the laser-treated surfaces was evaluated by immersion in simulated body fluid (SBF), showing enhanced apatite formation compared to untreated samples. Mechanical testing demonstrated improved interfacial bonding strength between the coatings and the FRC substrates after laser ablation. These findings suggest that Excimer laser surface ablation is an effective method to improve the performance of HA and BG coatings on FRC implants for bone tissue engineering applications.",TRUE,"Focuses on implant surface improvements in bone engineering, not on automatic prediction or evaluation of aesthetic results in plastic or cancer surgery."
Quantitative comparison of three rat models of Achilles tendon injury: A multidisciplinary approach,Huegel J.; Boorman-Padgett J.F.; Nuss C.A.; Minnig M.C.C.; Chan P.Y.; Kuntz A.F.; Waldorff E.I.; Zhang N.; Ryaby J.T.; Soslowsky L.J.,2019,Journal of Biomechanics,Elsevier Ltd,"Tendon injury models are essential for understanding the pathophysiology of tendon healing and for developing new therapeutic strategies. However, the lack of standardized injury models and comprehensive characterization limits the comparability of results across studies. This study aimed to quantitatively compare three commonly used rat models of Achilles tendon injury: partial transection, full transection with suture repair, and collagenase-induced injury. Using a multidisciplinary approach, we assessed the structural, mechanical, and histological properties of the tendons at multiple time points post-injury. Our results demonstrate distinct healing patterns and mechanical outcomes among the models, highlighting the importance of model selection based on the specific research question. This comprehensive comparison provides valuable insights for researchers in selecting appropriate Achilles tendon injury models and interpreting experimental outcomes.",TRUE,"Focuses on tendon injury assessments without covering automatic prediction or cosmetic outcomes in plastic or cancer surgeries, so it doesn’t match the review’s goals."
