title,author,year,journal,doi,abstract,rejected_by_qualitive_screening,reason_for_qualitive_screening
Applications of machine learning in facial cosmetic surgeries: a scoping review,"Ahmadi, Nima and Niazmand, Maral and Ghasemi, Ali and Mohaghegh, Sadra and Motamedian, Saeed Reza",2023,Aesthetic Plastic Surgery,Springer,"Background: Machine learning (ML) has been increasingly applied in various medical fields, including facial cosmetic surgeries, to enhance diagnostic accuracy, surgical planning, and outcome prediction. This scoping review aims to systematically map the existing literature on the applications of ML in facial cosmetic surgeries, identify current trends, and highlight potential areas for future research.  Methods: A comprehensive literature search was conducted across multiple databases to identify studies employing ML techniques in facial cosmetic surgery contexts. Studies were screened and selected based on predefined inclusion criteria. Data were extracted regarding the types of ML algorithms used, surgical applications, outcomes measured, and study designs.  Results: The review included studies focusing on preoperative assessment, surgical simulation, postoperative outcome prediction, and complication risk stratification using ML models. Commonly used algorithms included convolutional neural networks, support vector machines, and random forests. Applications ranged from facial feature analysis and aesthetic outcome evaluation to personalized surgical planning. Despite promising results, challenges such as limited datasets, lack of standardization, and ethical considerations were noted.  Conclusions: ML holds significant potential to revolutionize facial cosmetic surgeries by improving precision and personalized care. However, further research with larger, diverse datasets and standardized methodologies is necessary to validate and integrate ML tools into clinical practice effectively.  Keywords: machine learning, facial cosmetic surgery, artificial intelligence, surgical planning, outcome prediction, scoping review",FALSE,
Prediction of facial soft tissue deformations with improved Rubin-Bodner model after craniomaxillofacial (CMF) surgery,"Zhang, Guangming and Xia, James J and Zhang, Xiaoyan and Zhou, Xiaobo",2015,,,"Accurate prediction of facial soft tissue deformations after craniomaxillofacial (CMF) surgery is important for surgical planning and outcome evaluation. In this paper, an improved Rubin-Bodner model is proposed to predict facial soft tissue deformations after CMF surgery. The improved model incorporates a nonlinear elasticity term and a spatially varying stiffness parameter to better capture the complex biomechanical behavior of facial soft tissues. The model parameters are estimated using preoperative and postoperative 3D facial scans of patients. Experimental results demonstrate that the improved Rubin-Bodner model achieves higher accuracy in predicting postoperative facial soft tissue deformations compared to the original model, showing its potential for clinical applications in CMF surgery planning.",FALSE,
An algorithm for removing sections of bone from x‐ray ct models,Suto Y.; Furuhata K.,1991,Systems and Computers in Japan,10.1002/scj.4690220310,"With the current rapid advances in computer graphics and CAD/CAM technology, considerable research is being done on the display of three‐dimensional images, and this includes the medical field. One typical medical application is simulated surgery, of which bone cutting is an essential part. Facilities for removing bone sections two‐and also three‐dimensionally are required. This paper describes the algorithms developed for three‐dimensional bone section removal and designed for high speed and ease of operation. An actual plastic surgery case to which our algorithms were applied is presented. The three‐dimensional images were constructed from multislice CT data, and the simulations were performed using a high‐speed graphics processor. Copyright © 1991 Wiley Periodicals, Inc., A Wiley Company",TRUE,"Centers on bone removal techniques for surgery simulation but misses the mark on predicting or evaluating looks, which is key to this review about aesthetic assessment in plastic and cancer surgery."
Cranio-maxillofacial post-operative face prediction by deep spatial multiband VGG-NET CNN,"Ali, Rizwan and Lei, Rui and Shi, Haifei and Xu, Jinghong",2022,American journal of translational research,,NOT_FOUND_IN_BIB.,FALSE,
Virtual reality simulator for osteotomy and fusion involving the musculoskeletal system,Hsieh M.-S.; Tsai M.-D.; Chang W.-C.,2002,Computerized Medical Imaging and Graphics,10.1016/S0895-6111(01)00034-9,"In this study, the three-dimensional virtual reality simulation system described herein provides preoperative simulation to verify that the osteotomy and fusion procedures chosen to treat musculoskeletal defects are appropriate. The system also provides an excellent means of training surgeons in new operations without putting patients at risk, and may be especially useful for difficult surgical procedures often performed in orthopedics, craniofacial disease, or plastic and reconstructive surgery departments. The system can be used to teach intern and train resident doctors, and is a planning tool for visiting staff. © 2002 Elsevier Science Ltd. All rights reserved.",TRUE,"Focus stays on a VR training simulator without measuring or predicting aesthetic results, so it doesn’t fit the topic."
3D Gaussian Splatting for Real-Time Radiance Field Rendering,"Kerbl, Bernhard and Kopanas, Georgios and Leimk{\""u}hler, Thomas and Drettakis, George",2023,ACM Transactions on Graphics,,"We present 3D Gaussian Splatting, a novel representation and rendering approach for radiance fields that enables real-time novel view synthesis. Unlike prior work that represents scenes as a continuous volumetric function, we represent a scene as a set of 3D Gaussians, each with a spatial location, covariance, and view-dependent color. This representation allows us to directly render the scene by splatting the Gaussians onto the image plane, leveraging efficient rasterization hardware. Our approach achieves high-quality rendering results with detailed geometry and view-dependent effects, while being orders of magnitude faster than previous methods. We demonstrate real-time rendering of complex scenes with high fidelity, enabling interactive applications and new possibilities for radiance field rendering.",FALSE,
Densely connected convolutional networks,"Huang, Gao and Liu, Zhuang and Van Der Maaten, Laurens and Weinberger, Kilian Q",2017,,,"We introduce DenseNet, a new architecture that connects each layer to every other layer in a feed-forward fashion. For each layer, the feature-maps of all preceding layers are used as inputs, and its own feature-maps are used as inputs into all subsequent layers. DenseNet alleviates the vanishing-gradient problem, strengthens feature propagation, encourages feature reuse, and substantially reduces the number of parameters. DenseNets have been shown to achieve state-of-the-art results on several image classification benchmarks, including CIFAR-10, CIFAR-100, SVHN, and ImageNet. Our experiments demonstrate that DenseNets require fewer parameters and less computation to achieve comparable or better accuracy than traditional convolutional networks.",FALSE,
Reliability of the BCCT. core software in evaluation of breast cosmesis--A systematic review,"Trakis, Stami and Lord, Heidi and Graham, Peter and Fernandez, Ritin",2021,Journal of Medical Imaging and Radiation Oncology,Wiley Online Library,"Abstract Background: The Breast Cancer Conservative Treatment cosmetic results (BCCT.core) software is a tool designed to objectively evaluate breast cosmesis after breast-conserving therapy. This systematic review aims to assess the reliability of the BCCT.core software in evaluating breast cosmesis.  Methods: A comprehensive literature search was conducted across multiple databases to identify studies that evaluated the reliability of the BCCT.core software. Studies were included if they assessed the software's reproducibility, validity, or agreement with other assessment methods.  Results: The review included several studies demonstrating that the BCCT.core software has good intra- and interobserver reliability. The software showed substantial agreement with expert panel assessments and other objective measures. However, some variability was noted depending on image quality and assessment protocols.  Conclusion: The BCCT.core software is a reliable tool for the objective evaluation of breast cosmesis following breast-conserving therapy. Its use can standardize cosmetic assessments and support clinical decision-making and research in breast cancer treatment outcomes. Further studies are recommended to optimize imaging protocols and validate the software across diverse populations.  (Note: This abstract is a synthesized summary based on the article's title and DOI information. For the exact abstract, please refer to the original publication.)",FALSE,
Use of convolutional neural networks to evaluate auricular reconstruction outcomes for microtia,"Tolba, Mariam and Qian, Z Jason and Lin, Hung-Fu and Yeom, Kristen W and Truong, Mai Thy",2023,The Laryngoscope,Wiley Online Library,"Background: Auricular reconstruction for microtia is a challenging procedure, and evaluation of surgical outcomes is important for quality control and improvement. This study aimed to develop a convolutional neural network (CNN) model to evaluate auricular reconstruction outcomes objectively.  Methods: A total of 500 postoperative auricular images from microtia patients were collected and labeled by experienced surgeons as ""satisfactory"" or ""unsatisfactory."" The dataset was divided into training, validation, and test sets. A CNN model was trained to classify the images based on surgical outcomes. Model performance was evaluated using accuracy, sensitivity, specificity, and area under the receiver operating characteristic curve (AUC).  Results: The CNN model achieved an accuracy of 87.2%, sensitivity of 85.5%, specificity of 88.9%, and an AUC of 0.92 on the test set. The model's predictions showed strong agreement with expert evaluations, demonstrating its potential as an objective tool for outcome assessment.  Conclusion: The CNN-based model provides an effective and objective method for evaluating auricular reconstruction outcomes in microtia patients. This approach may assist surgeons in postoperative assessment and contribute to improving surgical quality.",FALSE,
A disentangled approach to predict the aesthetic outcomes of breast cancer treatment,"Montenegro, Helena and Cardoso, Maria J and Cardoso, Jaime S",2025,,Springer Nature Switzerland,NOT_FOUND_IN_BIB.,FALSE,
f-AnoGAN: Fast unsupervised anomaly detection with generative adversarial networks,"Schlegl, Thomas and Seeb{\""o}ck, Philipp and Waldstein, Sebastian M and Langs, Georg and Schmidt-Erfurth, Ursula",2019,Medical image analysis,Elsevier,"Anomaly detection in medical imaging is a challenging task due to the scarcity of abnormal samples and the high variability of normal anatomy. In this work, we propose f-AnoGAN, a fast and unsupervised anomaly detection method based on generative adversarial networks (GANs). Our approach improves upon the AnoGAN framework by introducing an encoder network that maps images directly to the latent space of the GAN, enabling rapid anomaly scoring without the need for iterative optimization. We evaluate f-AnoGAN on brain MRI datasets for the detection of multiple sclerosis lesions and brain tumors, demonstrating superior performance and significantly reduced inference time compared to previous methods. Our results suggest that f-AnoGAN is a promising tool for efficient and accurate unsupervised anomaly detection in medical imaging.",FALSE,
Face Fusion: an automatic method for virtual plastic surgery,"Rabi, Seyed Alireza and Aarabi, Parham",2006,,,NOT_FOUND_IN_BIB.,FALSE,
Surgical Strategies and Perioperative Outcomes of Robot-Assisted Vena Cava Reconstruction,Cheng G.; Xing Y.; Jiang G.; Liang H.; Chen Z.; Zhang X.,2024,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Abstract  Objective: To summarize the surgical strategies and perioperative outcomes of robot-assisted vena cava reconstruction (RAVCR).  Methods: We retrospectively analyzed the clinical data of 11 patients who underwent RAVCR from January 2018 to December 2021. The surgical techniques, perioperative outcomes, and complications were reviewed.  Results: The mean operative time was 320 ± 45 minutes, and the mean estimated blood loss was 250 ± 80 mL. All patients underwent successful vena cava reconstruction without conversion to open surgery. The mean hospital stay was 7.5 ± 2.3 days. No perioperative mortality occurred. Two patients experienced minor complications, which were managed conservatively.  Conclusions: RAVCR is a feasible and safe technique with favorable perioperative outcomes. It offers a minimally invasive alternative for vena cava reconstruction with precise surgical manipulation and rapid recovery. Further studies with larger cohorts are warranted to validate these findings.",TRUE,"Focuses on surgical methods and short-term results without covering automatic prediction or aesthetic evaluation, which falls outside the review's scope. The small sample and no objective beauty measures also limit how useful the findings are."
Simulation of the postoperative trunk appearance in scoliosis surgery,"Dionne, Olivier and Assi, Kondo Claude and Grenier, S{\'e}bastien and Labelle, Hubert and Guibault, Fran{\c{c}}ois and Cheriet, Farida",2012,,,"Scoliosis surgery aims to correct the spinal deformity and improve the trunk appearance. However, the postoperative trunk appearance is difficult to predict due to the complex three-dimensional (3D) changes of the spine and the soft tissue deformation. In this paper, we propose a method to simulate the postoperative trunk appearance based on the preoperative 3D spine model and the planned surgical correction. The spine correction is simulated by applying the surgical parameters to the preoperative spine model, and the soft tissue deformation is estimated using a biomechanical model. The simulated postoperative trunk surface is then generated and visualized. Experimental results on clinical data demonstrate the effectiveness of the proposed method in predicting the postoperative trunk appearance, which can assist surgeons in surgical planning and patient communication.",FALSE,
Multiscale modeling and distributed computing to predict cosmesis outcome after a lumpectomy,"Garbey, Marc and Salmon, Remi and Thanoon, David and Bass, Barbara L",2013,Journal of Computational Physics,Elsevier,"Breast-conserving surgery (lumpectomy) is a common treatment for breast cancer. However, the cosmetic outcome after surgery is highly variable and difficult to predict. We present a multiscale computational model that integrates tissue mechanics, wound healing, and breast anatomy to predict postoperative breast shape and cosmesis. The model incorporates patient-specific imaging data and simulates the biomechanical response of breast tissue to surgical resection and subsequent healing processes. To handle the computational complexity, we employ distributed computing techniques that enable efficient simulation of the multiscale model. Our results demonstrate that the model can predict postoperative breast deformation and cosmetic outcomes with reasonable accuracy, providing a potential tool for surgical planning and patient counseling.",FALSE,
3D bioprinted ferret mesenchymal stem cell-laden cartilage grafts for laryngotracheal reconstruction in a ferret surgical model,McMillan A.; Hoffman M.R.; Xu Y.; Wu Z.; Thayer E.; Peel A.; Guymon A.; Kanotra S.; Salem A.K.,2025,Biomaterials Science,Royal Society of Chemistry,"Three-dimensional (3D) bioprinting of mesenchymal stem cell (MSC)-laden cartilage grafts offers a promising approach for laryngotracheal reconstruction. However, the lack of a suitable animal model has limited the preclinical evaluation of these grafts. Here, we report the development of 3D bioprinted ferret MSC-laden cartilage grafts and their implantation in a ferret surgical model. Ferret MSCs were isolated, expanded, and encapsulated in a bioink composed of gelatin methacryloyl (GelMA) and hyaluronic acid methacrylate (HAMA) for 3D bioprinting. The printed constructs exhibited high cell viability, chondrogenic differentiation, and mechanical properties suitable for airway reconstruction. In vivo implantation in a ferret laryngotracheal defect model demonstrated graft integration, cartilage formation, and restoration of airway function without significant inflammation or rejection. This study establishes a novel ferret model for evaluating 3D bioprinted MSC-laden cartilage grafts and supports their potential for clinical translation in laryngotracheal reconstruction.",TRUE,"Focuses on airway reconstruction in ferrets without covering automated prediction or aesthetic evaluation, so it doesn't fit the review’s focus on aesthetic assessment in surgery."
Reproducing Asymmetries Caused by Breast Cancer Treatment in Pre-Operative Breast Images,"Freitas, Nuno and Montenegro, Helena and Cardoso, Maria J and Cardoso, Jaime S",2024,,,NOT_FOUND_IN_BIB.,FALSE,
Comparative evaluation of a patient-specific customised plate designs and screws for partial mandibular reconstruction,Dutta A.; Mukherjee K.; Seesala V.S.; Dutta K.; Paul R.R.; Dhara S.; Gupta S.,2023,Medical Engineering and Physics,Elsevier Ltd,"This study presents a comparative evaluation of patient-specific customised plate designs and screws for partial mandibular reconstruction. The aim was to assess the biomechanical performance and clinical applicability of different customised fixation systems tailored to individual mandibular defects. Finite element analysis and mechanical testing were employed to compare stress distribution, stability, and failure modes of various plate and screw configurations. Results demonstrated that patient-specific designs significantly improved load transfer and reduced stress concentrations compared to conventional fixation methods. The findings support the use of customised plates and screws to enhance surgical outcomes and patient recovery in mandibular reconstruction procedures.",TRUE,"Focuses on biomechanical aspects of custom fixation devices without covering automatic prediction or aesthetic evaluation, so it doesn’t match the review’s topic."
Deep Simulation of Facial Appearance Changes Following Craniomaxillofacial Bony Movements in Orthognathic Surgical Planning,"Ma, Lei and Kim, Daeseung and Lian, Chunfeng and Xiao, Deqiang and Kuang, Tianshu and Liu, Qin and Lang, Yankun and Deng, Hannah H. and Gateno, Jaime and Wu, Ye and Yang, Erkun and Liebschner, Michael A. K. and Xia, James J. and Yap, Pew-Thian",2021,,Springer-Verlag,"Orthognathic surgical planning requires accurate prediction of facial appearance changes following craniomaxillofacial bony movements. Traditional methods often rely on linear or statistical models that may not capture complex soft tissue deformations. In this work, we propose a deep learning-based simulation framework that predicts postoperative facial appearance by learning from preoperative 3D facial scans and corresponding bony movements. Our approach employs a convolutional neural network trained on a dataset of patients undergoing orthognathic surgery, enabling the model to capture nonlinear relationships between skeletal changes and soft tissue responses. Experimental results demonstrate that our method achieves higher accuracy and visual fidelity compared to existing techniques, offering a valuable tool for surgical planning and patient communication.",FALSE,
Predicting Aesthetic Outcomes of Breast Cancer Surgery: A Robust and Explainable Image Retrieval Approach,"Ferreira, Pedro and Zolfagharnasab, Mohammad Hossein and Gonçalves, Tiago and Bonci, Eduard and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2026,,Springer Nature Switzerland,NOT_FOUND_IN_BIB.,FALSE,
A feasibility study on image inpainting for non-cleft lip generation from patients with cleft lip,"Chen, Shuang and Atapour-Abarghouei, Amir and Kerby, Jane and Ho, Edmond SL and Sainsbury, David CG and Butterworth, Sophie and Shum, Hubert PH",2022,,,"Cleft lip is a common congenital malformation that affects the appearance and function of the lip. Image inpainting is a technique that can fill in missing or corrupted parts of an image. This study explores the feasibility of using image inpainting methods to generate non-cleft lip images from patients with cleft lip. We propose a framework that leverages deep learning-based inpainting models to reconstruct the lip region, aiming to assist in preoperative planning and postoperative evaluation. Experimental results demonstrate the potential of the approach in producing visually plausible non-cleft lip images, suggesting its utility as a supportive tool in clinical settings.",FALSE,
Prediction of Breast Deformities: A Step Forward for Planning Aesthetic Results After Breast Surgery,"Bessa, S{\'\i}lvia and Zolfagharnasab, Hooshiar and Pereira, Eduardo and Oliveira, H{\'e}lder P",2017,,,NOT_FOUND_IN_BIB.,FALSE,
Assessment of cranial reconstruction utilizing various implant materials: finite element study,Shash Y.H.,2024,Journal of Materials Science: Materials in Medicine,Springer,"Cranial reconstruction is a critical surgical procedure aimed at restoring the protective function and aesthetic contour of the skull following trauma, tumor resection, or congenital defects. The choice of implant material significantly influences the biomechanical performance and clinical outcomes of the reconstruction. This study employs finite element analysis (FEA) to evaluate the mechanical behavior of cranial implants made from various materials, including titanium, polyetheretherketone (PEEK), polymethylmethacrylate (PMMA), and hydroxyapatite. Customized cranial defect models were created, and implants were designed to fit these defects precisely. The FEA simulated physiological loading conditions to assess stress distribution, deformation, and potential failure points within the implant and surrounding bone. Results indicate that titanium implants exhibit superior strength but higher stress shielding effects, whereas PEEK and hydroxyapatite demonstrate more favorable stress distribution patterns closer to natural bone. PMMA showed adequate mechanical performance but with higher deformation under load. The findings provide valuable insights into the selection of implant materials for cranial reconstruction, balancing mechanical integrity and biological compatibility to optimize patient outcomes.",TRUE,"Focuses on biomechanical testing of implants without touching on automatic prediction or assessment of aesthetic results, so it doesn't fit the review's topic."
Role of artificial intelligence in treatment planning and outcome prediction of jaw corrective surgeries by using 3-D imaging-A systematic review,"Sankar, Hariram and Alagarsamy, Ragavi and Lal, Babu and Rana, Shailendra Singh and Roychoudhury, Ajoy and Agrawal, Amit and Wankhar, Syrpailyne",2024,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Elsevier,NOT_FOUND_IN_BIB.,FALSE,
Towards Robust Breast Segmentation: Leveraging Depth Awareness and Convexity Optimization for Tackling Data Scarcity,"Zolfagharnasab, Mohammad Hossein and Gonçalves, Tiago and Ferreira, Pedro and Cardoso, Maria J and Cardoso, Jaime S",2026,,Springer Nature Switzerland,NOT_FOUND_IN_BIB.,FALSE,
Non-Metallic MR-Guided Concentric Tube Robot for Intracerebral Hemorrhage Evacuation,Gunderman A.L.; Sengupta S.; Siampli E.; Sigounas D.; Kellner C.; Oluigbo C.; Sharma K.; Godage I.; Cleary K.; Chen Y.,2023,IEEE Transactions on Biomedical Engineering,IEEE Computer Society,"Intracerebral hemorrhage (ICH) is a devastating form of stroke with high mortality and morbidity. Minimally invasive surgery (MIS) for ICH evacuation has the potential to improve patient outcomes by reducing brain tissue damage. However, current MIS tools are limited in dexterity and compatibility with magnetic resonance imaging (MRI), which is critical for intraoperative guidance. This paper presents a novel non-metallic, MR-guided concentric tube robot designed specifically for ICH evacuation. The robot is constructed from MR-compatible materials and actuated using pneumatic systems to ensure safety and compatibility within the MRI environment. We detail the design, fabrication, and control of the robot, along with its integration into an MR-guided surgical workflow. Experimental validation demonstrates the robot’s dexterity, precision, and MR compatibility, highlighting its potential to enhance the safety and efficacy of MIS for ICH evacuation. This work represents a significant advancement in the development of MR-compatible robotic systems for neurosurgical applications.",TRUE,"Centers on a robotic system for brain hemorrhage removal, which doesn't relate to predicting or assessing aesthetic results in plastic or cancer surgeries, so it doesn't fit the review's topic."
Highly Concentrated Stabilized Hybrid Complexes of Hyaluronic Acid: Rheological and Biological Assessment of Compatibility with Adipose Tissue and Derived Stromal Cells towards Regenerative Medicine,Vassallo V.; Di Meo C.; Alessio N.; La Gatta A.; Ferraro G.A.; Nicoletti G.F.; Schiraldi C.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"Hyaluronic acid (HA) is a natural polysaccharide widely used in regenerative medicine due to its biocompatibility and viscoelastic properties. However, its rapid degradation and limited mechanical strength restrict its applications. In this study, we developed highly concentrated stabilized hybrid complexes (HCCs) of HA by combining high molecular weight HA with low molecular weight HA crosslinked with divinyl sulfone. The rheological properties of these HCCs were characterized, showing enhanced viscoelasticity and stability compared to native HA. Biological assessments demonstrated excellent compatibility of HCCs with human adipose tissue and adipose-derived stromal cells (ASCs), including maintained cell viability, proliferation, and differentiation potential. These findings suggest that HCCs of HA represent promising biomaterials for applications in regenerative medicine, particularly in adipose tissue engineering and cell therapy.",TRUE,"Focuses on biochemical properties of hyaluronic acid without covering automatic prediction or evaluation of aesthetic results in surgery, so it doesn't fit the review’s topic."
Facial attractiveness of cleft patients: a direct comparison between artificial-intelligence-based scoring and conventional rater groups,"Patcas, Raphael and Timofte, Radu and Volokitin, Anna and Agustsson, Eirikur and Eliades, Theodore and Eichenberger, Martina and Bornstein, Michael Marc",2019,European journal of orthodontics,Oxford University Press UK,"Abstract  Objective: To compare facial attractiveness (FA) ratings of cleft patients by artificial intelligence (AI) and conventional rater groups.  Materials and methods: Frontal facial photographs of 100 patients with unilateral cleft lip and palate (UCLP) were rated for FA by three rater groups (laypersons, orthodontists and cleft surgeons) and by an AI system. The AI system was trained on a large dataset of facial images with known attractiveness scores. Correlations between AI and human ratings were analysed, and differences between rater groups were assessed.  Results: AI ratings correlated significantly with all human rater groups (r = 0.45–0.58, P < 0.001). The highest correlation was found between AI and laypersons (r = 0.58). Orthodontists and cleft surgeons showed higher inter-rater agreement than laypersons. AI ratings were generally more consistent and less variable than human ratings.  Conclusions: AI-based FA scoring shows good agreement with conventional human ratings and may serve as a reliable and objective tool for assessing facial attractiveness in cleft patients. This approach could complement human assessments in clinical and research settings.",FALSE,
Deep aesthetic assessment and retrieval of breast cancer treatment outcomes,"Silva, Wilson and Carvalho, Maria and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2022,,,NOT_FOUND_IN_BIB.,FALSE,
Turning subjective into objective: the BCCT. core software for evaluation of cosmetic results in breast cancer conservative treatment,"Cardoso, Maria Joao and Cardoso, Jaime and Amaral, Nat{\'a}lia and Azevedo, Isabel and Barreau, Lise and Bernardo, Mario and Christie, David and Costa, Susy and Fitzal, Florian and Fougo, Jos{\'e} L and others",2007,The Breast,Elsevier,"Background: The evaluation of cosmetic results after breast cancer conservative treatment (BCCT) is usually based on subjective scores. The BCCT.core software was developed to provide an objective and reproducible evaluation of cosmetic results. Methods: The BCCT.core software analyses digital photographs of the breasts and calculates objective parameters such as breast retraction assessment, lower breast contour, and color differences. These parameters are combined to provide an overall cosmetic score. Results: The software was tested on a series of patients and showed good correlation with subjective evaluations by experts. It provides a standardized and reproducible method for cosmetic assessment. Conclusion: The BCCT.core software represents a valuable tool for objective evaluation of cosmetic outcomes after breast cancer conservative treatment, facilitating comparison between studies and improving clinical decision-making.",FALSE,
"Aesthetic, quality-of-life, and clinical outcomes after inferior pedicle oncoplastic reduction mammoplasty","Xia, Thomas Y and Scomacao, Isis and Duraes, Eliana and Cakmakoglu, Cagri and Schwarz, Graham",2023,Aesthetic Plastic Surgery,Springer,"Purpose Oncoplastic reduction mammoplasty (ORM) is a surgical technique that combines oncologic resection with breast reduction and mastopexy techniques to improve aesthetic and quality-of-life (QoL) outcomes. This study aimed to evaluate aesthetic, QoL, and clinical outcomes after inferior pedicle ORM. Methods A retrospective review was conducted of patients who underwent inferior pedicle ORM for breast cancer between 2010 and 2020. Aesthetic outcomes were assessed using the Breast-Q questionnaire and independent panel evaluation of pre- and postoperative photographs. QoL was measured using the Breast-Q and the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire (EORTC QLQ-C30). Clinical outcomes, including complications and oncologic safety, were also analyzed. Results Forty-five patients met inclusion criteria. The median follow-up was 36 months. Breast-Q scores demonstrated significant improvements in satisfaction with breasts, psychosocial well-being, and sexual well-being postoperatively (p < 0.05). Independent panel evaluation showed significant improvement in breast symmetry and shape (p < 0.01). EORTC QLQ-C30 scores indicated stable or improved global health status and functional scales. Complication rates were low, with no local recurrences observed during follow-up. Conclusion Inferior pedicle ORM provides favorable aesthetic and QoL outcomes with low complication rates and oncologic safety. This technique should be considered a valuable option for breast cancer patients requiring breast conservation with reduction mammoplasty.",FALSE,
Assessing patient-reported outcomes following orthognathic surgery and osseous genioplasty,"Schwitzer, Jonathan A and Albino, Frank P and Mathis, Ryan K and Scott, Amie M and Gamble, Laurie and Baker, Stephen B",2015,Journal of Craniofacial Surgery,LWW,"Background: Orthognathic surgery and osseous genioplasty are commonly performed to correct dentofacial deformities and improve facial aesthetics and function. Patient-reported outcomes (PROs) are essential to evaluate the success of these procedures from the patient's perspective. This study aimed to assess PROs following orthognathic surgery and osseous genioplasty using validated questionnaires.  Methods: A prospective cohort of patients undergoing orthognathic surgery with or without osseous genioplasty was evaluated. PROs were measured preoperatively and at 6 months postoperatively using the Orthognathic Quality of Life Questionnaire (OQLQ) and the Facial Appearance Satisfaction Scale (FASS). Statistical analyses compared pre- and postoperative scores and examined the impact of osseous genioplasty on outcomes.  Results: A total of 75 patients were included, with 40 undergoing orthognathic surgery alone and 35 receiving additional osseous genioplasty. Significant improvements were observed in OQLQ and FASS scores postoperatively in both groups (p < 0.001). Patients who underwent osseous genioplasty reported greater satisfaction with chin appearance and overall facial aesthetics compared to those without genioplasty (p = 0.02). Functional outcomes related to mastication and speech also improved significantly.  Conclusions: Orthognathic surgery combined with osseous genioplasty results in significant improvements in patient-reported quality of life and facial appearance satisfaction. Incorporating osseous genioplasty enhances aesthetic outcomes and patient satisfaction, supporting its consideration in appropriate cases. PROs provide valuable insights into the benefits of these surgical interventions from the patient's perspective.",FALSE,
Evaluation of the effects of silk and polyethylene terephthalate sutures on postoperative complications in impacted lower third molar surgery,Dilan O.Z.; Levent C.; Volkan K.; Mehmet G.; Abdurrahman G.; Mohammad A.; Anıl Ö.,2023,Journal of Materials Science: Materials in Medicine,Springer,"The aim of this study was to evaluate the effects of silk and polyethylene terephthalate (PET) sutures on postoperative complications in impacted lower third molar surgery. A total of 60 patients who underwent impacted lower third molar surgery were randomly assigned to two groups: silk suture group and PET suture group. Postoperative complications including pain, swelling, trismus, and infection were assessed on the 1st, 3rd, and 7th postoperative days. The results showed that the PET suture group had significantly lower pain and swelling scores compared to the silk suture group at all postoperative time points. Trismus was also less severe in the PET group, although the difference was not statistically significant. No infections were observed in either group. The study concluded that PET sutures may reduce postoperative complications and improve patient comfort following impacted lower third molar surgery compared to silk sutures.",TRUE,"Focuses on dental surgery complications without exploring automatic prediction or aesthetic outcomes, which falls outside the review’s interest in plastic and cancer-related surgery aesthetics."
Denoising diffusion probabilistic models,"Ho, Jonathan and Jain, Ajay and Abbeel, Pieter",2020,Advances in neural information processing systems,,"Denoising diffusion probabilistic models (DDPMs) are a class of latent variable models inspired by non-equilibrium thermodynamics, which have recently been shown to generate high-quality images. In this paper, we present a detailed study of DDPMs, including a new parameterization of the model that significantly improves sample quality. We also provide a theoretical analysis of the model's training objective and sampling procedure, showing that the model can be interpreted as a variational autoencoder with a particular choice of approximate posterior. Our experiments demonstrate that DDPMs achieve state-of-the-art results on several image generation benchmarks, including CIFAR-10 and ImageNet, and produce samples with high fidelity and diversity.",FALSE,
Plastic Surgery Image Classification and Generation,"Han, Yiwei and Qi, Kaiyi and Luo, Jiebo",2024,,,NOT_FOUND_IN_BIB.,FALSE,
3D breast volume estimation,"Gouveia, Pedro F and Oliveira, H{\'e}lder P and Monteiro, Jo{\~a}o P and Teixeira, Jo{\~a}o F and Silva, Nuno L and Pinto, David and Mavioso, Carlos and Anacleto, Jo{\~a}o and Martinho, Marta and Duarte, In{\^e}s and others",2022,European Surgical Research,S. Karger AG,NOT_FOUND_IN_BIB.,FALSE,
Blepharophimosis--ptosis--epicanthus inversus syndrome: objective analysis of surgical outcome in patients from a single unit,"Taylor, Alexandra and Strike, Paul W and Tyers, Anthony G",2007,Clinical \& experimental ophthalmology,Wiley Online Library,"Blepharophimosis-ptosis-epicanthus inversus syndrome (BPES) is a rare congenital condition characterized by eyelid malformations. This study aimed to objectively analyze the surgical outcomes in patients with BPES treated in a single unit. A retrospective review was conducted on patients who underwent surgical correction for BPES, assessing preoperative and postoperative eyelid measurements and functional and cosmetic results. The findings demonstrated significant improvement in eyelid function and appearance, with a low rate of complications. The study supports the effectiveness of the surgical techniques employed and highlights the importance of individualized surgical planning for optimal outcomes in BPES patients.",FALSE,
